p_o2,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0675,0.5803999032402437,1.3638664256774675,0.0,5803.686917776457,-8.57951215498878e-46
0.06944444444444445,0.5971192839827346,1.4031541538958172,0.0,5970.868739982199,4.701515917624588e-53
0.07138888888888889,0.6904591742361015,-8.987131317161891e-26,0.0,4.913950763078238e-47,2252.857178152632
0.07333333333333333,0.7059044716888015,2.939260113546784e-29,0.0,1.67163381619691e-45,2637.3905427434365
0.07527777777777778,0.7213497691415012,1.7855095209904764e-33,0.0,-4.5406279979043625e-52,3021.923907334279
0.07722222222222222,0.7367950665942008,1.3842023643384299e-30,0.0,-1.6849358239119191e-49,3406.4572719251237
0.07916666666666668,0.7522403640469006,8.782561207036174e-37,0.0,-4.455089191422946e-54,3790.9906365159745
0.08111111111111112,0.7676856614996003,-6.740635492336134e-29,0.0,2.244596118044072e-52,4175.524001106818
0.08305555555555556,0.7831309589522647,2.0780463989865894e-23,0.0,6.094194198495933e-52,4560.057365701034
0.085,0.7985762564049995,-5.629370539387006e-32,0.0,-3.693984503181713e-56,4944.590730288515
