l_lim_o2Tpro,l_lim_o2Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.0,0.9967586640797594,3.4045922176331365e-34,0.0,-1.4450633573686258e-47,9927.051530792365
0.0,0.2,0.996832970039562,9.150558555482428e-35,0.0,8.846097220314122e-45,9919.90672696519
0.0,0.4,0.9969495211392642,1.6096243331966364e-35,0.0,-5.902800975760002e-65,9908.699890455382
0.0,0.6000000000000001,0.9971586522254232,-2.839931311220308e-43,0.0,4.5090339826307766e-73,9888.591132170832
0.0,0.8,0.9976433461954632,-2.949857702432376e-38,0.0,-2.696649327499654e-87,9841.98594274392
0.2,0.0,0.9967586640797592,2.694306225188144e-38,0.0,4.777447930804706e-56,9927.051530792365
0.2,0.2,0.996832970039562,-5.57028298759395e-38,0.0,9.495573682788219e-52,9919.90672696519
0.2,0.4,0.9969495211392642,1.0977970586439272e-40,0.0,5.5949170757139566e-59,9908.699890455382
0.2,0.6000000000000001,0.9971586522254218,2.5499406260064527e-34,0.0,4.436745174186847e-76,9888.591132170981
0.2,0.8,0.9976433461954624,8.912448539231152e-34,0.0,2.2805101485625172e-71,9841.985942743982
0.4,0.0,0.9967586640797792,3.132114047929449e-28,0.0,3.837497744375334e-47,9927.051530790483
0.4,0.2,0.996832970039562,-1.6985085909239502e-32,0.0,1.115724093829799e-72,9919.906726965191
0.4,0.4,0.9969495211392642,3.867054282302345e-41,0.0,-1.5135698921071849e-64,9908.699890455384
0.4,0.6000000000000001,0.9971586522254232,3.659085436848399e-36,0.0,5.573073227888705e-70,9888.59113217083
0.4,0.8,0.9976433461954632,9.395817249622207e-42,0.0,-3.80913904219923e-68,9841.98594274392
0.6000000000000001,0.0,0.9967586640797592,1.3045324792405933e-36,0.0,3.208954841611615e-56,9927.051530792365
0.6000000000000001,0.2,0.996832970039562,-3.996364628843397e-43,0.0,-1.2569279599032598e-64,9919.906726965188
0.6000000000000001,0.4,0.9969495211392594,-8.095133556090404e-39,0.0,-6.5182965037027515e-65,9908.699890455815
0.6000000000000001,0.6000000000000001,0.9971586522254232,-6.567201332584871e-35,0.0,-1.5351843964277288e-62,9888.59113217083
0.6000000000000001,0.8,0.9976433461954632,-1.1615518159115547e-33,0.0,-6.11247432571298e-61,9841.98594274392
0.8,0.0,0.9967586640797594,-1.634088919678275e-37,0.0,-2.152034850053485e-70,9927.051530792365
0.8,0.2,0.996832970039562,8.159527512325268e-36,0.0,-9.396375433987215e-65,9919.906726965188
0.8,0.4,0.996949521139264,2.074740302566285e-28,0.0,2.775499423671578e-56,9908.699890455378
0.8,0.6000000000000001,0.9971586522254232,-1.3714811464851047e-32,0.0,4.369779137500996e-61,9888.591132170832
0.8,0.8,0.9976433461954632,-3.3008402584446237e-43,0.0,1.1788176147982562e-82,9841.98594274392
