l_lim_o2Tpro,l_lim_o2Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.0,0.9967586640797592,5.626593363904724e-34,0.0,4.149651950015278e-48,9927.051530792362
0.0,0.2,0.996832970039562,-2.669968574420254e-38,0.0,8.914675387902642e-70,9919.90672696519
0.0,0.4,0.9969495211392636,-5.033417158828476e-38,0.0,3.706556643493296e-66,9908.699890455413
0.0,0.6000000000000001,0.9971586522254944,1.3324525066654742e-32,0.0,1.1254775136967956e-75,9888.591132164043
0.0,0.8,0.9976433461954632,2.2447998742697404e-43,0.0,1.1065370092347512e-82,9841.985942743922
0.2,0.0,0.9967586640797592,3.551414878465338e-43,0.0,-1.8160620772319934e-77,9927.051530792365
0.2,0.2,0.9968329700395028,4.374199921892751e-31,0.0,-3.3912680076227415e-52,9919.90672697085
0.2,0.4,0.9969495211392632,8.480812049902892e-32,0.0,4.032721886074491e-65,9908.699890455442
0.2,0.6000000000000001,0.997158652225423,1.7541094514957885e-34,0.0,-2.6627681568517336e-74,9888.591132170852
0.2,0.8,0.9976433461954632,1.620722575282674e-46,0.0,6.948103355797291e-65,9841.985942743922
0.4,0.0,0.9967586640797594,-1.7645068327213822e-36,0.0,7.592678007789108e-59,9927.051530792362
0.4,0.2,0.9968329700395596,7.764756979328338e-31,0.0,-2.827847377115462e-56,9919.906726965424
0.4,0.4,0.996949521139264,1.2403528166005868e-34,0.0,-5.150413779940541e-51,9908.699890455382
0.4,0.6000000000000001,0.9971586522254234,9.529099599077064e-33,0.0,-1.2140927584385673e-59,9888.591132170834
0.4,0.8,0.9976433461954632,4.057706760503651e-37,0.0,-1.8313852165566966e-66,9841.985942743922
0.6000000000000001,0.0,0.9967586640797592,-9.023378516299352e-36,0.0,-2.19349193131787e-59,9927.051530792365
0.6000000000000001,0.2,0.996832970039562,-3.056631843316543e-43,0.0,6.88134705765301e-61,9919.906726965186
0.6000000000000001,0.4,0.9969495211392632,1.827398154018397e-34,0.0,-3.360630200457158e-78,9908.699890455446
0.6000000000000001,0.6000000000000001,0.9971586522254212,-1.963342584565618e-31,0.0,-7.19673656792082e-52,9888.59113217103
0.6000000000000001,0.8,0.9976433461954629,-4.668877859263504e-40,0.0,8.600697422819841e-66,9841.985942743924
0.8,0.0,0.9967586640797594,5.45102565073937e-44,0.0,8.074854598391876e-66,9927.051530792365
0.8,0.2,0.996832970039562,4.254147152095614e-31,0.0,-2.36718609297497e-46,9919.90672696519
0.8,0.4,0.996949521139264,5.159477618102283e-41,0.0,1.0753412325242273e-65,9908.69989045538
0.8,0.6000000000000001,0.9971586522254232,7.735517157382145e-35,0.0,9.813584006022311e-72,9888.591132170824
0.8,0.8,0.9976433461954629,-1.2389986919631643e-44,0.0,-1.397139808901465e-80,9841.98594274392
