p_o2,u_lim_testTpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0675,0.1,0.5803999038199359,0.6384055609554868,0.0,5803.686917759583,0.0
0.0675,0.30000000000000004,0.5803999002167959,0.6384055609550066,0.0,5803.686917864425,0.0
0.0675,0.5000000000000001,0.5803999036947303,0.6384055609554703,0.0,5803.686917763226,0.0
0.0675,0.7000000000000001,0.6595686401684459,5.43e-322,0.0,0.0,1483.7904419166098
0.0675,0.9000000000000001,0.6595687105629102,6e-322,0.0,0.0,1483.7904337545444
0.06944444444444445,0.1,0.5971192826157545,0.6567955613978582,0.0,5970.868740021961,0.0
0.06944444444444445,0.30000000000000004,0.5971192848165244,0.6567955613981523,0.0,5970.868739957931,0.0
0.06944444444444445,0.5000000000000001,0.6750138004948828,6.13e-322,0.0,0.0,1868.323822406917
0.06944444444444445,0.7000000000000001,0.6750139390602983,5.93e-322,0.0,0.0,1868.3238063406436
0.06944444444444445,0.9000000000000001,0.6750139737148941,3.4e-322,0.0,0.0,1868.3238023225242
0.07138888888888889,0.1,0.6138385064615438,0.6751855618195555,0.0,6138.050566792779,0.0
0.07138888888888889,0.30000000000000004,0.6138386239937377,0.6751855618352366,0.0,6138.050563373049,0.0
0.07138888888888889,0.5000000000000001,0.6904591808656696,6.03e-322,0.0,0.0,2252.8571773836525
0.07138888888888889,0.7000000000000001,0.6904590573225393,6.13e-322,0.0,0.0,2252.857191708168
0.07138888888888889,0.9000000000000001,0.6904593115721732,6.13e-322,0.0,0.0,2252.8571622286013
0.07333333333333333,0.1,0.6305580466881404,0.6935755622834655,0.0,6305.2323843581535,0.0
0.07333333333333333,0.30000000000000004,0.630558118716331,0.6935755622930762,0.0,6305.232382262417,0.0
0.07333333333333333,0.5000000000000001,0.7059045122499803,4.9e-322,0.0,0.0,2637.3905380402757
0.07333333333333333,0.7000000000000001,0.7059045865864361,6e-322,0.0,0.0,2637.3905294211504
0.07333333333333333,0.9000000000000001,0.7059045180095992,6.1e-322,0.0,0.0,2637.3905373724538
0.07527777777777778,0.1,0.6472775716520127,0.7119655627453394,0.0,6472.414202367611,0.0
0.07527777777777778,0.30000000000000004,0.6472774009518781,0.7119655627225638,0.0,6472.414207334319,0.0
0.07527777777777778,0.5000000000000001,0.7213498383999976,6.03e-322,0.0,0.0,3021.9238993037525
0.07527777777777778,0.7000000000000001,0.7213499124438713,5.63e-322,0.0,0.0,3021.9238907185627
0.07527777777777778,0.9000000000000001,0.7213497565263539,5.73e-322,0.0,0.0,3021.923908796778
0.07722222222222222,0.1,0.6639968711777084,0.7303555631771342,0.0,6639.5960269364405,0.0
0.07722222222222222,0.30000000000000004,0.6639967810159353,0.7303555631651037,0.0,6639.596029559788,0.0
0.07722222222222222,0.5000000000000001,0.7367951087692155,6.03e-322,0.0,0.0,3406.457267034882
0.07722222222222222,0.7000000000000001,0.7367948796386843,5.9e-322,0.0,0.0,3406.4572936019417
0.07722222222222222,0.9000000000000001,0.736794879660216,5.9e-322,0.0,0.0,3406.457293599442
0.07916666666666668,0.1,0.6807160878608819,0.7487455635978767,0.0,6806.777853915665,0.0
0.07916666666666668,0.30000000000000004,0.6807163257297015,0.7487455636296129,0.0,6806.777846994611,0.0
0.07916666666666668,0.5000000000000001,0.7522403211060211,6.13e-322,0.0,0.0,3790.990641494696
0.07916666666666668,0.7000000000000001,0.7522404338129909,6e-322,0.0,0.0,3790.990628426624
0.07916666666666668,0.9000000000000001,0.7522402947844676,6.1e-322,0.0,0.0,3790.9906445466063
0.08111111111111112,0.1,0.6974356897070457,0.7671355640700074,0.0,6973.9596696881445,0.0
0.08111111111111112,0.30000000000000004,0.6974355408967022,0.7671355640501535,0.0,6973.959674017957,0.0
0.08111111111111112,0.5000000000000001,0.7676855845141972,5.5e-322,0.0,0.0,4175.524010032912
0.08111111111111112,0.7000000000000001,0.7676857482816009,5e-322,0.0,0.0,4175.52399104453
0.08111111111111112,0.9000000000000001,0.7676855088207819,3.56e-322,0.0,0.0,4175.524018809359
0.08305555555555556,0.1,0.7141550511537873,0.7855255645100644,0.0,7141.141492455321,0.0
0.08305555555555556,0.30000000000000004,0.7141549494332082,0.7855255644964929,0.0,7141.141495414998,0.0
0.08305555555555556,0.5000000000000001,0.7831308702957929,6e-322,0.0,0.0,4560.057375977
0.08305555555555556,0.7000000000000001,0.7831308702828824,5.9e-322,0.0,0.0,4560.057375978506
0.08305555555555556,0.9000000000000001,0.7831310103491255,6.03e-322,0.0,0.0,4560.057359738199
0.085,0.1,0.7308743604526599,0.8039155649431637,0.0,7308.323316739792,0.0
0.085,0.30000000000000004,0.7308742831414914,0.8039155649328485,0.0,7308.3233189892435,0.0
0.085,0.5000000000000001,0.7985762570952605,4.6e-322,0.0,0.0,4944.5907302083315
0.085,0.7000000000000001,0.7985762557100773,3.36e-322,0.0,0.0,4944.590730368947
0.085,0.9000000000000001,0.7985761840766541,4.8e-322,0.0,0.0,4944.590738674656
