l_lim_o2Tneg,u_lim_o2Tneg,l_lim_o2Tpro,u_lim_o2Tpro,l_lim_testTpro,u_lim_testTpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tneg_ratio
0.2,0.5,0.0,0.7,0.0,0.1,0.9512904169322351,0.8362151563355871,0.0,7602.696965128927,2383.249894952269,0.2386603822697381
0.2,0.5,0.0,0.9,0.0,0.1,0.9518387027762232,0.8260783423484993,0.0,7510.559583465379,2474.938080677356,0.24785325317982856
0.2,0.5,0.2,0.3,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176,0.23122800507953378
0.2,0.5,0.2,0.5,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176,0.23122800507953378
0.2,0.5,0.2,0.7,0.0,0.1,0.9515628580033832,0.8311783073221274,0.0,7556.915218343426,2428.807898240917,0.243228043666376
0.2,0.5,0.2,0.9,0.0,0.1,0.9524290784023178,0.8151625467000831,0.0,7411.340707567669,2573.678059824893,0.2577539531752899
0.2,0.5,0.4,0.5,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176,0.23122800507953378
0.2,0.5,0.4,0.7,0.0,0.1,0.952736749132489,0.8094734899444042,0.0,7359.629940879423,2625.141196348813,0.2629145085319953
0.2,0.5,0.4,0.9,0.0,0.1,0.954904158226184,0.7693902333815906,0.0,6995.284683639487,2987.778692808921,0.29928475660662973
0.2,0.5,0.6,0.7,0.0,0.1,0.996422961155674,4.0781294425518355e-33,0.0,-1.154315973994047e-56,9959.330658108242,1.0
0.2,0.5,0.6,0.9,0.0,0.1,0.9964229611556984,-1.8519088889875479e-31,0.0,8.444696867654032e-57,9959.33065810592,1.0
0.2,0.5,0.8,0.9,0.0,0.1,0.9964229611556962,-3.338878782654623e-27,0.0,-1.4410327825243921e-46,9959.33065810614,1.0
0.2,0.7,0.0,0.1,0.0,0.1,0.9508460774530596,0.8444296393172877,0.0,7677.360915980682,2308.953158624935,0.2312117505393121
0.2,0.7,0.0,0.3,0.0,0.1,0.9508460774530596,0.8444296393172877,0.0,7677.360915980682,2308.953158624935,0.2312117505393121
0.2,0.7,0.0,0.5,0.0,0.1,0.9508460774530596,0.8444296393172877,0.0,7677.360915980682,2308.953158624935,0.2312117505393121
0.2,0.7,0.0,0.7,0.0,0.1,0.9512894317222281,0.8362333710484189,0.0,7602.862519598942,2383.0851496935315,0.2386438652208938
0.2,0.7,0.0,0.9,0.0,0.1,0.9518376971297856,0.8260969356163521,0.0,7510.7285855483815,2474.7698985557504,0.24783639019076764
0.2,0.7,0.2,0.3,0.0,0.1,0.9508460774530596,0.8444296393172877,0.0,7677.360915980682,2308.953158624935,0.2312117505393121
0.2,0.7,0.2,0.5,0.0,0.1,0.9508460774530596,0.8444296393172877,0.0,7677.360915980682,2308.953158624935,0.2312117505393121
0.2,0.7,0.2,0.7,0.0,0.1,0.9515618666517636,0.8311966356169772,0.0,7557.081811222306,2428.6421175732585,0.24321142211531088
0.2,0.7,0.2,0.9,0.0,0.1,0.9524280568375292,0.8151814243079551,0.0,7411.5123953254015,2573.5071989324993,0.2577368201072384
0.2,0.7,0.4,0.5,0.0,0.1,0.9508460774530596,0.8444296393172877,0.0,7677.360915980682,2308.953158624935,0.2312117505393121
0.2,0.7,0.4,0.7,0.0,0.1,0.9527357261830844,0.8094924054078867,0.0,7359.801874505059,2624.97008339218,0.26289734952995264
0.2,0.7,0.4,0.9,0.0,0.1,0.9549030581276212,0.7694105811173643,0.0,6995.469642020721,2987.594584342001,0.29926628904705704
0.2,0.7,0.6,0.7,0.0,0.1,0.9964229611556986,-3.4785312661172436e-28,0.0,2.2467507604206062e-55,9959.3306581059,1.0
0.2,0.7,0.6,0.9,0.0,0.1,0.9964229611556984,4.941752029295771e-36,0.0,1.1905937327234791e-54,9959.33065810594,1.0
0.2,0.7,0.8,0.9,0.0,0.1,0.9964229611556982,-6.242776079271523e-32,0.0,-1.4348920321891263e-59,9959.330658105937,1.0
0.2,0.9,0.0,0.1,0.0,0.1,0.9508431746358712,0.8444833015999254,0.0,7677.848668995185,2308.467814630052,0.23116309386101402
0.2,0.9,0.0,0.3,0.0,0.1,0.9508431746358712,0.8444833015999254,0.0,7677.848668995185,2308.467814630052,0.23116309386101402
0.2,0.9,0.0,0.5,0.0,0.1,0.9508431746358712,0.8444833015999254,0.0,7677.848668995185,2308.467814630052,0.23116309386101402
0.2,0.9,0.0,0.7,0.0,0.1,0.9512865041330141,0.8362874948684698,0.0,7603.354469427331,2382.5956099698665,0.2385947847752201
0.2,0.9,0.0,0.9,0.0,0.1,0.9518347219136261,0.8261519438052389,0.0,7511.228578196483,2474.2723328409,0.24778650113646133
0.2,0.9,0.2,0.3,0.0,0.1,0.9508431746358712,0.8444833015999254,0.0,7677.848668995185,2308.467814630052,0.23116309386101402
0.2,0.9,0.2,0.5,0.0,0.1,0.9508431746358712,0.8444833015999254,0.0,7677.848668995185,2308.467814630052,0.23116309386101402
0.2,0.9,0.2,0.7,0.0,0.1,0.951558923320366,0.8312510517084855,0.0,7557.576417541377,2428.149923184304,0.24316207357709804
0.2,0.9,0.2,0.9,0.0,0.1,0.9524250409094788,0.8152371891248993,0.0,7412.019277842916,2573.002749370951,0.25768623668113216
0.2,0.9,0.4,0.5,0.0,0.1,0.9508431746358712,0.8444833015999254,0.0,7677.848668995185,2308.467814630052,0.23116309386101402
0.2,0.9,0.4,0.7,0.0,0.1,0.9527327166344136,0.8095480521154159,0.0,7360.307676618341,2624.466713749855,0.2628468717612232
0.2,0.9,0.4,0.9,0.0,0.1,0.9548998913963588,0.7694691533383361,0.0,6996.002055541898,2987.064620533166,0.2992131293374831
0.2,0.9,0.6,0.7,0.0,0.1,0.9964229611556856,2.237182267750811e-25,0.0,-5.3446917522526684e-52,9959.330658107143,1.0
0.2,0.9,0.6,0.9,0.0,0.1,0.9964229611556982,4.809337743120522e-33,0.0,-1.2504888915113722e-61,9959.330658105937,1.0
0.2,0.9,0.8,0.9,0.0,0.1,0.9964229611556982,5.9752805968128247e-33,0.0,8.480182561414422e-47,9959.33065810594,1.0
0.4,0.5,0.0,0.1,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176,0.23122800507953378
0.4,0.5,0.0,0.3,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176,0.23122800507953378
0.4,0.5,0.0,0.5,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176,0.23122800507953378
0.4,0.5,0.0,0.7,0.0,0.1,0.9512904169322351,0.8362151563355871,0.0,7602.696965128927,2383.249894952269,0.2386603822697381
0.4,0.5,0.0,0.9,0.0,0.1,0.9518387027762232,0.8260783423484993,0.0,7510.559583465379,2474.938080677356,0.24785325317982856
0.4,0.5,0.2,0.3,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176,0.23122800507953378
0.4,0.5,0.2,0.5,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176,0.23122800507953378
0.4,0.5,0.2,0.7,0.0,0.1,0.9515628580033832,0.8311783073221274,0.0,7556.915218343426,2428.807898240917,0.243228043666376
0.4,0.5,0.2,0.9,0.0,0.1,0.9524290784023178,0.8151625467000831,0.0,7411.340707567669,2573.678059824893,0.2577539531752899
0.4,0.5,0.4,0.5,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176,0.23122800507953378
0.4,0.5,0.4,0.7,0.0,0.1,0.952736749132489,0.8094734899444042,0.0,7359.629940879423,2625.141196348813,0.2629145085319953
0.4,0.5,0.4,0.9,0.0,0.1,0.954904158226184,0.7693902333815906,0.0,6995.284683639487,2987.778692808921,0.29928475660662973
0.4,0.5,0.6,0.7,0.0,0.1,0.996422961155674,4.0781294425518355e-33,0.0,-1.154315973994047e-56,9959.330658108242,1.0
0.4,0.5,0.6,0.9,0.0,0.1,0.9964229611556984,-1.8519088889875479e-31,0.0,8.444696867654032e-57,9959.33065810592,1.0
0.4,0.5,0.8,0.9,0.0,0.1,0.9964229611556962,-3.338878782654623e-27,0.0,-1.4410327825243921e-46,9959.33065810614,1.0
0.4,0.7,0.0,0.1,0.0,0.1,0.9508447984261064,0.8444532840287878,0.0,7677.5758293155295,2308.739305783453,0.2311903113961333
0.4,0.7,0.0,0.3,0.0,0.1,0.9508447984261064,0.8444532840287878,0.0,7677.5758293155295,2308.739305783453,0.2311903113961333
0.4,0.7,0.0,0.5,0.0,0.1,0.9508447984261064,0.8444532840287878,0.0,7677.5758293155295,2308.739305783453,0.2311903113961333
0.4,0.7,0.0,0.7,0.0,0.1,0.9512881406545352,0.8362572396112321,0.0,7603.079469136299,2382.869263285917,0.23862222079603274
0.4,0.7,0.0,0.9,0.0,0.1,0.9518363704464108,0.8261214645848476,0.0,7510.951539750999,2474.548025599357,0.24781414383973627
0.4,0.7,0.2,0.3,0.0,0.1,0.9508447984261064,0.8444532840287878,0.0,7677.5758293155295,2308.739305783453,0.2311903113961333
0.4,0.7,0.2,0.5,0.0,0.1,0.9508447984261064,0.8444532840287878,0.0,7677.5758293155295,2308.739305783453,0.2311903113961333
0.4,0.7,0.2,0.7,0.0,0.1,0.9515605609688634,0.8312207753284949,0.0,7557.301226246606,2428.423772309668,0.2431895303206094
0.4,0.7,0.2,0.9,0.0,0.1,0.9524267017185394,0.8152064810276032,0.0,7411.740147082425,2573.280540957797,0.2577140920739403
0.4,0.7,0.4,0.5,0.0,0.1,0.9508447984261064,0.8444532840287878,0.0,7677.5758293155295,2308.739305783453,0.2311903113961333
0.4,0.7,0.4,0.7,0.0,0.1,0.9527343745972412,0.8095173963646558,0.0,7360.029043008696,2624.743999849091,0.262874678130676
0.4,0.7,0.4,0.9,0.0,0.1,0.9549015861325632,0.7694378072615177,0.0,6995.717123996138,2987.34824127744,0.29924157881095614
0.4,0.7,0.6,0.7,0.0,0.1,0.996422961158777,-1.010264730362393e-24,0.0,2.2913887098675343e-58,9959.33065781128,1.0
0.4,0.7,0.6,0.9,0.0,0.1,0.9964229611556984,-6.772627715649343e-34,0.0,-2.9801902451727676e-50,9959.33065810594,1.0
0.4,0.7,0.8,0.9,0.0,0.1,0.9964229611556976,-1.993029851075451e-28,0.0,-4.840184287734006e-56,9959.330658105997,1.0
0.4,0.9,0.0,0.1,0.0,0.1,0.9508392367383798,0.8445560995044468,0.0,7678.510347156576,2307.809402609523,0.23109708685860747
0.4,0.9,0.0,0.3,0.0,0.1,0.9508392367383798,0.8445560995044468,0.0,7678.510347156576,2307.809402609523,0.23109708685860747
0.4,0.9,0.0,0.5,0.0,0.1,0.9508392367383798,0.8445560995044468,0.0,7678.510347156576,2307.809402609523,0.23109708685860747
0.4,0.9,0.0,0.7,0.0,0.1,0.9512825188458696,0.8363611728243137,0.0,7604.024153454191,2381.929207092985,0.23852797235200265
0.4,0.9,0.0,0.9,0.0,0.1,0.9518306542408864,0.8262271506159631,0.0,7511.912164729198,2473.5920622443145,0.24771829303947235
0.4,0.9,0.2,0.3,0.0,0.1,0.9508392367383798,0.8445560995044468,0.0,7678.510347156576,2307.809402609523,0.23109708685860747
0.4,0.9,0.2,0.5,0.0,0.1,0.9508392367383798,0.8445560995044468,0.0,7678.510347156576,2307.809402609523,0.23109708685860747
0.4,0.9,0.2,0.7,0.0,0.1,0.9515549051356992,0.8313253412577962,0.0,7558.251666533759,2427.4779664047114,0.24309470170287245
0.4,0.9,0.2,0.9,0.0,0.1,0.9524208986053264,0.8153137828571239,0.0,7412.715464878568,2572.30990625832,0.2576167621660674
0.4,0.9,0.4,0.5,0.0,0.1,0.9508392367383798,0.8445560995044468,0.0,7678.510347156576,2307.809402609523,0.23109708685860747
0.4,0.9,0.4,0.7,0.0,0.1,0.9527285793925844,0.809624554141775,0.0,7361.003074301115,2623.774621020608,0.2627774699731126
0.4,0.9,0.4,0.9,0.0,0.1,0.9548954540046758,0.7695512275776121,0.0,6996.748098932309,2986.3220113050547,0.2991386395496375
0.4,0.9,0.6,0.7,0.0,0.1,0.9964229611556984,1.1144802617366435e-28,0.0,2.59877080118133e-35,9959.33065810594,1.0
0.4,0.9,0.6,0.9,0.0,0.1,0.9964229611556856,5.787224366991059e-32,0.0,8.295507155198267e-58,9959.330658107156,1.0
0.4,0.9,0.8,0.9,0.0,0.1,0.9964229611556972,3.750459765377818e-36,0.0,-1.8098158442002114e-62,9959.330658106048,1.0
0.6,0.7,0.0,0.1,0.0,0.1,0.9405184550323556,1.0352014019324458,0.0,9411.170789756588,584.5692735770795,0.05848184025126804
0.6,0.7,0.0,0.3,0.0,0.1,0.9405184550323556,1.0352014019324458,0.0,9411.170789756588,584.5692735770795,0.05848184025126804
0.6,0.7,0.0,0.5,0.0,0.1,0.9405184550323556,1.0352014019324458,0.0,9411.170789756588,584.5692735770795,0.05848184025126804
0.6,0.7,0.0,0.7,0.0,0.1,0.9407131911375988,1.0316072648396926,0.0,9378.50917312577,617.0357359353341,0.06173107534897695
0.6,0.7,0.0,0.9,0.0,0.1,0.9409319863250176,1.0275689226091005,0.0,9341.81079630098,653.5157003672349,0.06538212639527824
0.6,0.7,0.2,0.3,0.0,0.1,0.9405184550323556,1.0352014019324458,0.0,9411.170789756588,584.5692735770795,0.05848184025126804
0.6,0.7,0.2,0.5,0.0,0.1,0.9405184550323556,1.0352014019324458,0.0,9411.170789756588,584.5692735770795,0.05848184025126804
0.6,0.7,0.2,0.7,0.0,0.1,0.94083536139963,1.0293523631248092,0.0,9358.017846949091,637.4049846127455,0.06376968692110323
0.6,0.7,0.2,0.9,0.0,0.1,0.9411874091200712,1.0228543398141998,0.0,9298.966807107663,696.1058931421876,0.06964490544673946
0.6,0.7,0.4,0.5,0.0,0.1,0.9405184550323556,1.0352014019324458,0.0,9411.170789756588,584.5692735770795,0.05848184025126804
0.6,0.7,0.4,0.7,0.0,0.1,0.9413807702115548,1.0192851453717156,0.0,9266.531426021733,728.3499739460511,0.07287229780919649
0.6,0.7,0.4,0.9,0.0,0.1,0.9423159080419304,1.0020219898826903,0.0,9109.648985694064,884.3171973439005,0.0884851100301688
