l_lim_o2Tneg,u_lim_o2Tneg,l_lim_o2Tpro,u_lim_o2Tpro,l_lim_testTpro,u_lim_testTpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.1,0.0,0.1,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176
0.0,0.1,0.0,0.1,0.0,0.30000000000000004,0.9964229611556984,-2.0326099670585706e-25,0.0,-1.3821274769243477e-54,9959.330658105911
0.0,0.1,0.0,0.1,0.0,0.5000000000000001,0.9964229611556829,-3.3376008506332158e-28,0.0,-2.4596010089880316e-39,9959.3306581074
0.0,0.1,0.0,0.1,0.2,0.30000000000000004,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
0.0,0.1,0.0,0.1,0.2,0.5,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
0.0,0.1,0.0,0.30000000000000004,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176
0.0,0.1,0.0,0.30000000000000004,0.0,0.30000000000000004,0.9964229611556984,-2.0326099670585706e-25,0.0,-1.3821274769243477e-54,9959.330658105911
0.0,0.1,0.0,0.30000000000000004,0.0,0.5000000000000001,0.9964229611556829,-3.3376008506332158e-28,0.0,-2.4596010089880316e-39,9959.3306581074
0.0,0.1,0.0,0.30000000000000004,0.2,0.30000000000000004,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
0.0,0.1,0.0,0.30000000000000004,0.2,0.5,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
0.0,0.1,0.0,0.5000000000000001,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176
0.0,0.1,0.0,0.5000000000000001,0.0,0.30000000000000004,0.9964229611556984,-2.0326099670585706e-25,0.0,-1.3821274769243477e-54,9959.330658105911
0.0,0.1,0.0,0.5000000000000001,0.0,0.5000000000000001,0.9964229611556829,-3.3376008506332158e-28,0.0,-2.4596010089880316e-39,9959.3306581074
0.0,0.1,0.0,0.5000000000000001,0.2,0.30000000000000004,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
0.0,0.1,0.0,0.5000000000000001,0.2,0.5,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
0.0,0.1,0.0,0.7000000000000001,0.0,0.1,0.9512904169322351,0.8362151563355871,0.0,7602.696965128927,2383.249894952269
0.0,0.1,0.0,0.7000000000000001,0.0,0.30000000000000004,0.9964229611556984,4.879229714201557e-30,0.0,-4.421645831760566e-52,9959.330658105926
0.0,0.1,0.0,0.7000000000000001,0.0,0.5000000000000001,0.9964229611556982,-1.8133247369888435e-24,0.0,5.923409210653738e-41,9959.330658105948
0.0,0.1,0.0,0.7000000000000001,0.2,0.30000000000000004,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
0.0,0.1,0.0,0.7000000000000001,0.2,0.5,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
0.0,0.1,0.0,0.9000000000000001,0.0,0.1,0.9518387027762232,0.8260783423484993,0.0,7510.559583465379,2474.938080677356
0.0,0.1,0.0,0.9000000000000001,0.0,0.30000000000000004,0.9964229611556972,1.2646783924654164e-30,0.0,-1.5535837734749048e-70,9959.330658106011
0.0,0.1,0.0,0.9000000000000001,0.0,0.5000000000000001,0.9964229611556982,8.255284975072894e-33,0.0,7.333164353645299e-67,9959.33065810594
0.0,0.1,0.0,0.9000000000000001,0.2,0.30000000000000004,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
0.0,0.1,0.0,0.9000000000000001,0.2,0.5,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
0.0,0.1,0.2,0.30000000000000004,0.0,0.1,0.9508470471927052,0.8444117124584577,0.0,7677.197973969415,2309.1152953682176
0.0,0.1,0.2,0.30000000000000004,0.0,0.30000000000000004,0.9964229611556984,-2.0326099670585706e-25,0.0,-1.3821274769243477e-54,9959.330658105911
0.0,0.1,0.2,0.30000000000000004,0.0,0.5000000000000001,0.9964229611556829,-3.3376008506332158e-28,0.0,-2.4596010089880316e-39,9959.3306581074
0.0,0.1,0.2,0.30000000000000004,0.2,0.30000000000000004,0.9964229611619636,1.998956078057461e-23,0.0,-2.283174658770598e-51,9959.330657506336
