l_lim_testTpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.9967586623578552,5.53e-322,0.0,0.0,9927.05153087214
0.2,0.9967588068114176,5.73e-322,0.0,0.0,9927.051524177425
0.4,0.9967588068114176,5.73e-322,0.0,0.0,9927.051524177425
0.6000000000000001,0.9967588068114176,5.73e-322,0.0,0.0,9927.051524177425
0.8,0.9967588068114176,5.73e-322,0.0,0.0,9927.051524177425
