l_lim_testTpos,l_lim_testTpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.0,0.960933485415785,0.4467066074998985,4287.688108887559,4288.876243217754,0.0
0.0,0.2,1.100471410383965,9.208242372201614e-06,0.21176831019253767,0.10394265232974978,0.0
0.0,0.4,1.100471410383965,9.208242372201614e-06,0.21176831019253767,0.10394265232974978,0.0
0.0,0.6000000000000001,1.100471410383965,9.208242372201614e-06,0.21176831019253767,0.10394265232974978,0.0
0.0,0.8,1.100471410383965,9.208242372201614e-06,0.21176831019253767,0.10394265232974978,0.0
0.2,0.0,0.9348538736122692,0.587330533335822,4532.653713048674,5499.984945871798,0.0
0.2,0.2,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.2,0.4,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.2,0.6000000000000001,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.2,0.8,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.4,0.0,0.9208865723652551,0.6957689739819708,4541.0189632255215,6411.124695910055,0.0
0.4,0.2,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.4,0.4,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.4,0.6000000000000001,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.4,0.8,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.6000000000000001,0.0,0.9077660536475498,0.7954457943395075,4443.280887724628,7235.415194956118,0.0
0.6000000000000001,0.2,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.6000000000000001,0.4,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.6000000000000001,0.6000000000000001,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.6000000000000001,0.8,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.8,0.0,0.8999009005855356,0.8948723190910625,4264.666374849492,8047.339134939,0.0
0.8,0.2,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.8,0.4,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.8,0.6000000000000001,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
0.8,0.8,1.1014984194228588,1.0588992377202357e-05,0.11971830985915555,0.10394265232974978,0.0
