,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,0.26603026648047595,-0.2656389871609804,-0.26338248972328276,-0.2656785988155453,0.26603257376400935,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,-0.5332576890874091,0.5324691805424135,0.5279460668444284,0.5325485814822812,-0.533258117713842,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.2672194350586175,-0.2668222177064785,-0.26455566919637397,-0.26686200580246155,0.2672175564576708,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,-0.14554163274320064,0.15420426652479163,0.11215404972753353,0.15366111526898799,-0.14552442228339357,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,0.26603026648047595,-0.5332576890874091,0.2672194350586175,-0.14554163274320064,1.0,-0.9990801813262022,-0.9880301575491759,-0.9991935426544423,0.9999999965360037,0.16454734880955907,-0.5807790758488384,0.16524409684772734
test_eq,-0.2656389871609804,0.5324691805424135,-0.2668222177064785,0.15420426652479163,-0.9990801813262022,1.0,0.9805064698651814,0.9999962722596475,-0.9990766200749231,-0.162621909235078,0.5918537244018153,-0.1633172884911762
Tpos_eq,-0.26338248972328276,0.5279460668444284,-0.26455566919637397,0.11215404972753353,-0.9880301575491759,0.9805064698651814,1.0,0.9810393161182078,-0.9880429531460688,-0.16896362881973365,0.5320621643893547,-0.16964530844031947
Tpro_eq,-0.2656785988155453,0.5325485814822812,-0.26686200580246155,0.15366111526898799,-0.9991935426544423,0.9999962722596475,0.9810393161182078,1.0,-0.9991902077539414,-0.162753483254176,0.591180955203951,-0.16344885791366962
Tneg_eq,0.26603257376400935,-0.533258117713842,0.2672175564576708,-0.14552442228339357,0.9999999965360037,-0.9990766200749231,-0.9880429531460688,-0.9991902077539414,1.0,0.16455160723549697,-0.5807558922028632,0.16524631236812232
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,0.16454734880955907,-0.162621909235078,-0.16896362881973365,-0.162753483254176,0.16455160723549697,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,-0.5807790758488384,0.5918537244018153,0.5320621643893547,0.591180955203951,-0.5807558922028632,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,0.16524409684772734,-0.1633172884911762,-0.16964530844031947,-0.16344885791366962,0.16524631236812232,-0.005020122349614853,-0.005020122349614872,1.0
