Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.9967586635390026,5.53e-322,0.0,0.0,9927.051530817402
0.11,0.11,0.78,2000.0,0.9967587355521492,4.2e-322,0.0,0.0,9927.051527479953
0.11,0.11,0.78,4000.0,0.9967586637648465,6.1e-322,0.0,0.0,9927.051530806952
0.11,0.33,0.56,1000.0,0.9967586631311272,5.9e-322,0.0,0.0,9927.051530836325
0.11,0.33,0.56,2000.0,0.9967589167655156,6e-322,0.0,0.0,9927.051519081577
0.11,0.33,0.56,4000.0,0.9967588447001604,6e-322,0.0,0.0,9927.051522421447
0.11,0.56,0.32999999999999996,1000.0,0.9967586625050564,6e-322,0.0,0.0,9927.051530865332
0.11,0.56,0.32999999999999996,2000.0,0.99675866376484,6.13e-322,0.0,0.0,9927.051530806944
0.11,0.56,0.32999999999999996,4000.0,0.9967585811561012,6.03e-322,0.0,0.0,9927.051534635457
0.11,0.78,0.10999999999999999,1000.0,0.9967586245397336,5.9e-322,0.0,0.0,9927.05153262484
0.11,0.78,0.10999999999999999,2000.0,0.996758947339047,5.93e-322,0.0,0.0,9927.051517664651
0.11,0.78,0.10999999999999999,4000.0,0.9967586650298036,5.63e-322,0.0,0.0,9927.051530748315
0.33,0.11,0.56,1000.0,0.9967586634612386,6.13e-322,0.0,0.0,9927.051530821022
0.33,0.11,0.56,2000.0,0.9967586588777436,6e-322,0.0,0.0,9927.051531033438
0.33,0.11,0.56,4000.0,0.9967586654108924,5.73e-322,0.0,0.0,9927.051530730641
0.33,0.33,0.33999999999999997,1000.0,0.9967586650119228,5.8e-322,0.0,0.0,9927.051530749148
0.33,0.33,0.33999999999999997,2000.0,0.9967587456888616,5.93e-322,0.0,0.0,9927.051527010157
0.33,0.33,0.33999999999999997,4000.0,0.9967586635697361,6e-322,0.0,0.0,9927.051530815994
0.33,0.56,0.10999999999999988,1000.0,0.996758624487538,5.93e-322,0.0,0.0,9927.051532627243
0.33,0.56,0.10999999999999988,2000.0,0.9967586633256944,3.8e-322,0.0,0.0,9927.051530827292
0.33,0.56,0.10999999999999988,4000.0,0.9967586627421968,5.93e-322,0.0,0.0,9927.051530854322
0.56,0.11,0.32999999999999996,1000.0,0.9967586621242988,5.9e-322,0.0,0.0,9927.051530882978
0.56,0.11,0.32999999999999996,2000.0,0.9967586644302091,4.3e-322,0.0,0.0,9927.051530776102
0.56,0.11,0.32999999999999996,4000.0,0.9967584403460747,6e-322,0.0,0.0,9927.051541161316
0.56,0.33,0.10999999999999988,1000.0,0.9967587274419698,5.9e-322,0.0,0.0,9927.051527855809
0.56,0.33,0.10999999999999988,2000.0,0.9967585844207074,5.73e-322,0.0,0.0,9927.051534484162
0.56,0.33,0.10999999999999988,4000.0,0.9967586692822396,6.1e-322,0.0,0.0,9927.051530551222
0.78,0.11,0.10999999999999999,1000.0,0.9967586633000352,6.03e-322,0.0,0.0,9927.05153082848
0.78,0.11,0.10999999999999999,2000.0,0.9967586637593592,6.1e-322,0.0,0.0,9927.051530807184
0.78,0.11,0.10999999999999999,4000.0,0.9967586637648465,6.1e-322,0.0,0.0,9927.051530806952
