,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,0.31480183715747984,-0.39545397665581467,0.07434391289392575,-0.3911040036537078,0.3148441072737465,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,-0.8768337008458011,0.896069106771438,0.5053241686534535,0.8959034338143747,-0.8766680751961942,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.562015064302157,-0.5006001665033549,-0.5796507550067005,-0.504784341477781,0.5618071747503818,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,-0.11195407588025437,0.08226366699676536,0.17596757222735146,0.08411140160325883,-0.11187272522295616,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,0.31480183715747984,-0.8768337008458011,0.562015064302157,-0.11195407588025437,1.0,-0.9799249788951427,-0.7226149274227166,-0.9822117464906804,0.9999997340363727,0.18461942713081692,-0.7038554929762637,0.3259695746913934
test_eq,-0.39545397665581467,0.896069106771438,-0.5006001665033549,0.08226366699676536,-0.9799249788951427,1.0,0.5702964546530924,0.9999302189282437,-0.9799952583306671,-0.27222427782664566,0.6963861387680327,-0.2821069558302879
Tpos_eq,0.07434391289392575,0.5053241686534535,-0.5796507550067005,0.17596757222735146,-0.7226149274227166,0.5702964546530924,1.0,0.5799605519866595,-0.7223711492350053,0.18334851810448,0.4850188367266019,-0.3647433574894608
Tpro_eq,-0.3911040036537078,0.8959034338143747,-0.504784341477781,0.08411140160325883,-0.9822117464906804,0.9999302189282437,0.5799605519866595,1.0,-0.9822779767715676,-0.2673296149975787,0.6975828519835637,-0.28501108543530723
Tneg_eq,0.3148441072737465,-0.8766680751961942,0.5618071747503818,-0.11187272522295616,0.9999997340363727,-0.9799952583306671,-0.7223711492350053,-0.9822779767715676,1.0,0.18471464281189734,-0.7036617376460275,0.3258209503196849
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,0.18461942713081692,-0.27222427782664566,0.18334851810448,-0.2673296149975787,0.18471464281189734,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,-0.7038554929762637,0.6963861387680327,0.4850188367266019,0.6975828519835637,-0.7036617376460275,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,0.3259695746913934,-0.2821069558302879,-0.3647433574894608,-0.28501108543530723,0.3258209503196849,-0.005020122349614853,-0.005020122349614872,1.0
