Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.9976433446569434,3.9e-322,0.0,0.0,9841.985943100764
0.11,0.11,0.78,2000.0,0.9976433468947328,6.1e-322,0.0,0.0,9841.985942581137
0.11,0.11,0.78,4000.0,0.9370411137207916,0.347725481737074,6491.078588367199,3506.3992243717853,0.0
0.11,0.33,0.56,1000.0,0.9370285187024938,0.6715893291925671,3696.264226744015,6301.98628463089,0.0
0.11,0.33,0.56,2000.0,0.9370266796073924,0.7205082451269792,3274.12256667164,6724.250798053208,0.0
0.11,0.33,0.56,4000.0,0.9370250716188138,0.7538840885164219,2986.109950485857,7012.348211178799,0.0
0.11,0.56,0.32999999999999996,1000.0,0.9370216843630008,0.8357362439578551,2279.782090932937,7718.887467250144,0.0
0.11,0.56,0.32999999999999996,2000.0,0.9370205218876276,0.8629866082371667,2044.6317656702965,7954.1092768271055,0.0
0.11,0.56,0.32999999999999996,4000.0,0.9370195259184756,0.8846469379748683,1857.7198493106632,8141.078414985317,0.0
0.11,0.78,0.10999999999999999,1000.0,0.9370185219512482,0.9092561841226524,1645.3616907141281,8353.502021904182,0.0
0.11,0.78,0.10999999999999999,2000.0,0.9370176910137902,0.9282472252257922,1481.4846204968421,8517.429918988984,0.0
0.11,0.78,0.10999999999999999,4000.0,0.9370170398616662,0.944867508404687,1338.065574772246,8660.893677450245,0.0
0.33,0.11,0.56,1000.0,0.99764316791453,6e-322,0.0,0.0,9841.985984136229
0.33,0.11,0.56,2000.0,0.9976433479358396,0.0,0.0,0.0,9841.985942339441
0.33,0.11,0.56,4000.0,0.9976434476942952,0.0,0.0,0.0,9841.985919177841
0.33,0.33,0.33999999999999997,1000.0,0.9370406354890122,0.35903625529813665,6393.469542595404,3604.034123984955,0.0
0.33,0.33,0.33999999999999997,2000.0,0.9370383214711936,0.4220001992734603,5850.109103514195,4147.539931379926,0.0
0.33,0.33,0.33999999999999997,4000.0,0.9370366857749691,0.4648392369354852,5480.422780187234,4517.326584479026,0.0
0.33,0.56,0.10999999999999988,1000.0,0.9370326446899736,0.5658857197576685,4608.432783327642,5389.557935518149,0.0
0.33,0.56,0.10999999999999988,2000.0,0.9370310917517728,0.6077001636944989,4247.594017703287,5750.498558474865,0.0
0.33,0.56,0.10999999999999988,4000.0,0.9370298988996216,0.6403737344527904,3965.6378331174,6032.535160955781,0.0
0.56,0.11,0.32999999999999996,1000.0,0.9976431227984718,0.0,0.0,0.0,9841.985994611145
0.56,0.11,0.32999999999999996,2000.0,0.99764321736015,0.0,0.0,0.0,9841.985972656084
0.56,0.11,0.32999999999999996,4000.0,1.0999999566498933,0.0,0.0,0.0,0.0
0.56,0.33,0.10999999999999988,1000.0,0.9370465151793336,0.19508697259417546,7808.320213671086,2188.816215034299,0.0
0.56,0.33,0.10999999999999988,2000.0,0.9370436241380344,0.27744546960236105,7097.579396332127,2899.739512670058,0.0
0.56,0.33,0.10999999999999988,4000.0,0.93704208549248,0.3259278211506284,6679.187070396323,3318.2411383244953,0.0
0.78,0.11,0.10999999999999999,1000.0,0.9976433475741816,0.0,0.0,0.0,9841.985942423438
0.78,0.11,0.10999999999999999,2000.0,1.0999999982823057,0.0,0.0,0.0,0.0
0.78,0.11,0.10999999999999999,4000.0,1.0999999981064468,0.0,0.0,0.0,0.0
