Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.9967586636439599,6.03e-322,0.0,0.0,9927.051530812536
0.11,0.11,0.78,2000.0,0.9967586635422564,6.1e-322,0.0,0.0,9927.051530817253
0.11,0.11,0.78,4000.0,0.9967586645076808,6.13e-322,0.0,0.0,9927.051530772509
0.11,0.33,0.56,1000.0,0.996758663528994,5.2e-322,0.0,0.0,9927.051530817862
0.11,0.33,0.56,2000.0,0.9967587791668976,5.53e-322,0.0,0.0,9927.0515254586
0.11,0.33,0.56,4000.0,0.9967586644313596,6.13e-322,0.0,0.0,9927.05153077605
0.11,0.56,0.32999999999999996,1000.0,0.996758664836193,6.1e-322,0.0,0.0,9927.051530757286
0.11,0.56,0.32999999999999996,2000.0,0.9967585503730932,6e-322,0.0,0.0,9927.051536062096
0.11,0.56,0.32999999999999996,4000.0,0.9967586663583564,6.03e-322,0.0,0.0,9927.051530686742
0.11,0.78,0.10999999999999999,1000.0,0.9557320298855674,0.8387033696427941,0.0,7625.191448320669,1920.9121984487451
0.11,0.78,0.10999999999999999,2000.0,0.949075870978256,0.9186016714288968,481.8743180905526,8376.796380786767,627.678012316269
0.11,0.78,0.10999999999999999,4000.0,0.9474622570415124,0.9286747879962304,678.813078420946,8478.734087473345,314.41375856323214
0.33,0.11,0.56,1000.0,0.9967587664587128,5.9e-322,0.0,0.0,9927.05152604758
0.33,0.11,0.56,2000.0,0.9967586732773106,6e-322,0.0,0.0,9927.051530366072
0.33,0.11,0.56,4000.0,0.9967587354556428,3.5e-322,0.0,0.0,9927.051527484422
0.33,0.33,0.33999999999999997,1000.0,0.9967586647021316,5.3e-322,0.0,0.0,9927.051530763496
0.33,0.33,0.33999999999999997,2000.0,0.9967587470252172,6.13e-322,0.0,0.0,9927.051526948228
0.33,0.33,0.33999999999999997,4000.0,0.9967586645895588,4.9e-322,0.0,0.0,9927.051530768722
0.33,0.56,0.10999999999999988,1000.0,0.9967586625715984,4.45e-322,0.0,0.0,9927.05153086223
0.33,0.56,0.10999999999999988,2000.0,0.9967585983576346,5.9e-322,0.0,0.0,9927.051533838248
0.33,0.56,0.10999999999999988,4000.0,0.950416979021756,0.8708397128399114,658.3124705059644,7952.057260941733,887.8963947704567
0.56,0.11,0.32999999999999996,1000.0,0.9967586660353124,6.03e-322,0.0,0.0,9927.051530701709
0.56,0.11,0.32999999999999996,2000.0,0.9967586635282454,5.53e-322,0.0,0.0,9927.051530817895
0.56,0.11,0.32999999999999996,4000.0,0.996758665014845,6e-322,0.0,0.0,9927.051530748997
0.56,0.33,0.10999999999999988,1000.0,0.9967586631501052,6.1e-322,0.0,0.0,9927.051530835422
0.56,0.33,0.10999999999999988,2000.0,0.9967586645624532,6.03e-322,0.0,0.0,9927.051530769972
0.56,0.33,0.10999999999999988,4000.0,0.9967587783094564,4.9e-322,0.0,0.0,9927.051525498346
0.78,0.11,0.10999999999999999,1000.0,0.9967586008123416,5.43e-322,0.0,0.0,9927.051533724478
0.78,0.11,0.10999999999999999,2000.0,0.9967586635282648,5.9e-322,0.0,0.0,9927.05153081791
0.78,0.11,0.10999999999999999,4000.0,0.9967586633047248,4.4e-322,0.0,0.0,9927.05153082827
