,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,0.40028243673809016,-0.41463594272920257,-0.17244374643353436,-0.4138780460282904,0.40027767263980285,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,-0.7990697290364134,0.8064981795203703,0.6042107272494037,0.8061287927490415,-0.7990673309378331,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.3987753723661027,-0.3918505238519829,-0.43175407510586905,-0.39223902216882933,0.39877773829508883,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,-0.21380399517539314,0.197869650543089,0.3811731033142366,0.19873641053222116,-0.21380899519563054,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,0.40028243673809016,-0.7990697290364134,0.3987753723661027,-0.21380399517539314,1.0,-0.999243443861162,-0.8792680781348394,-0.9993227958351111,0.9999999999345301,0.16627822368927367,-0.698708934730526,0.16380386291703647
test_eq,-0.41463594272920257,0.8064981795203703,-0.3918505238519829,0.197869650543089,-0.999243443861162,1.0,0.8600778356709204,0.9999978016474791,-0.9992430032223375,-0.18528645111222392,0.6904916107915888,-0.16403869766223542
Tpos_eq,-0.17244374643353436,0.6042107272494037,-0.43175407510586905,0.3811731033142366,-0.8792680781348394,0.8600778356709204,1.0,0.8611456701567058,-0.8792734740905509,0.08815063513095041,0.7085221656103398,-0.13963302261169164
Tpro_eq,-0.4138780460282904,0.8061287927490415,-0.39223902216882933,0.19873641053222116,-0.9993227958351111,0.9999978016474791,0.8611456701567058,1.0,-0.9993223789329604,-0.1842687432140073,0.6909613007515845,-0.16403236181949693
Tneg_eq,0.40027767263980285,-0.7990673309378331,0.39877773829508883,-0.21380899519563054,0.9999999999345301,-0.9992430032223375,-0.8792734740905509,-0.9993223789329604,1.0,0.16627209159114537,-0.6987112690755034,0.1638037126735229
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,0.16627822368927367,-0.18528645111222392,0.08815063513095041,-0.1842687432140073,0.16627209159114537,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,-0.698708934730526,0.6904916107915888,0.7085221656103398,0.6909613007515845,-0.6987112690755034,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,0.16380386291703647,-0.16403869766223542,-0.13963302261169164,-0.16403236181949693,0.1638037126735229,-0.005020122349614853,-0.005020122349614872,1.0
