Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.6595686539373304,3.8e-322,0.0,0.0,1483.7904403201321
0.11,0.11,0.78,2000.0,0.6595686909872853,6.03e-322,0.0,0.0,1483.79043602429
0.11,0.11,0.78,4000.0,0.6595685803326125,4.3e-322,0.0,0.0,1483.7904488544089
0.11,0.33,0.56,1000.0,0.6595685031896859,3.9e-322,0.0,0.0,1483.790457798906
0.11,0.33,0.56,2000.0,0.6595685908719188,3.7e-322,0.0,0.0,1483.7904476323893
0.11,0.33,0.56,4000.0,0.6595685798428358,6e-322,0.0,0.0,1483.7904489111802
0.11,0.56,0.32999999999999996,1000.0,0.6595685047085711,5.83e-322,0.0,0.0,1483.7904576228038
0.11,0.56,0.32999999999999996,2000.0,0.6595685416323245,5.9e-322,0.0,0.0,1483.7904533416126
0.11,0.56,0.32999999999999996,4000.0,0.6595685854037691,4.5e-322,0.0,0.0,1483.7904482664
0.11,0.78,0.10999999999999999,1000.0,0.6595686539412279,5.24e-322,0.0,0.0,1483.7904403196796
0.11,0.78,0.10999999999999999,2000.0,0.675,7.7e-322,0.0,0.0,0.0
0.11,0.78,0.10999999999999999,4000.0,0.675,8.7e-322,0.0,0.0,0.0
0.33,0.11,0.56,1000.0,0.6595684724627667,5.93e-322,0.0,0.0,1483.7904613616215
0.33,0.11,0.56,2000.0,0.6595685123496167,6.1e-322,0.0,0.0,1483.7904567368366
0.33,0.11,0.56,4000.0,0.6595685130796171,5.6e-322,0.0,0.0,1483.790456652197
0.33,0.33,0.33999999999999997,1000.0,0.6595685185608275,5.9e-322,0.0,0.0,1483.790456016684
0.33,0.33,0.33999999999999997,2000.0,0.6595685913821607,6.03e-322,0.0,0.0,1483.7904475732196
0.33,0.33,0.33999999999999997,4000.0,0.6595687668530821,5.73e-322,0.0,0.0,1483.7904272278574
0.33,0.56,0.10999999999999988,1000.0,0.6595686394764906,4.9e-322,0.0,0.0,1483.790441996833
0.33,0.56,0.10999999999999988,2000.0,0.6595686464545882,6.1e-322,0.0,0.0,1483.7904411877262
0.33,0.56,0.10999999999999988,4000.0,0.6750000009413724,4.84e-322,0.0,0.0,0.0
0.56,0.11,0.32999999999999996,1000.0,0.6595685130727239,5.34e-322,0.0,0.0,1483.7904566529971
0.56,0.11,0.32999999999999996,2000.0,0.6595685360838951,3.56e-322,0.0,0.0,1483.7904539849262
0.56,0.11,0.32999999999999996,4000.0,0.6595686538610988,6.1e-322,0.0,0.0,1483.7904403289713
0.56,0.33,0.10999999999999988,1000.0,0.65956859087889,4.8e-322,0.0,0.0,1483.7904476315796
0.56,0.33,0.10999999999999988,2000.0,0.6595684483172293,5.9e-322,0.0,0.0,1483.7904641612256
0.56,0.33,0.10999999999999988,4000.0,0.659568585402953,6.13e-322,0.0,0.0,1483.7904482664935
0.78,0.11,0.10999999999999999,1000.0,0.6595685130386936,3.5e-322,0.0,0.0,1483.7904566569412
0.78,0.11,0.10999999999999999,2000.0,0.6595685797350855,6.03e-322,0.0,0.0,1483.7904489236716
0.78,0.11,0.10999999999999999,4000.0,0.659568578926771,3.7e-322,0.0,0.0,1483.7904490173944
