Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.9971585521896942,3.3e-322,0.0,0.0,9888.59114376959
0.11,0.11,0.78,2000.0,0.9971585948218282,5.73e-322,0.0,0.0,9888.59113882652
0.11,0.11,0.78,4000.0,0.9971586514512449,6.03e-322,0.0,0.0,9888.591132260482
0.11,0.33,0.56,1000.0,0.997158560354855,5.9e-322,0.0,0.0,9888.59114282288
0.11,0.33,0.56,2000.0,0.9971587425786476,5.6e-322,0.0,0.0,9888.591121694511
0.11,0.33,0.56,4000.0,0.9370132598469836,1.028088459164601,619.9436156852503,9379.242819799438,0.0
0.11,0.56,0.32999999999999996,1000.0,0.9971587092838544,4.9e-322,0.0,0.0,9888.591125554947
0.11,0.56,0.32999999999999996,2000.0,0.9370138557903738,1.0148508627424828,734.1716304739847,9264.978295537347,0.0
0.11,0.56,0.32999999999999996,4000.0,0.9370156349679826,0.9711975855011948,1110.85982717637,8888.170704699698,0.0
0.11,0.78,0.10999999999999999,1000.0,0.9370133621927752,1.025854811666386,639.2178797206333,9359.962385334478,0.0
0.11,0.78,0.10999999999999999,2000.0,0.937014409475184,1.0038697909109917,828.9281144781676,9170.191633425262,0.0
0.11,0.78,0.10999999999999999,4000.0,0.9370149769906791,0.9911580770998498,938.6186117072072,9060.46632341078,0.0
0.33,0.11,0.56,1000.0,0.9971586426529291,6.13e-322,0.0,0.0,9888.591133280614
0.33,0.11,0.56,2000.0,0.997158669678234,6.1e-322,0.0,0.0,9888.591130147111
0.33,0.11,0.56,4000.0,0.9971586513616844,6e-322,0.0,0.0,9888.59113227087
0.33,0.33,0.33999999999999997,1000.0,0.9971586347903412,5.73e-322,0.0,0.0,9888.591134192271
0.33,0.33,0.33999999999999997,2000.0,0.9971587445371844,6.13e-322,0.0,0.0,9888.591121467425
0.33,0.33,0.33999999999999997,4000.0,0.9370191557866124,0.8932460412472847,1783.5163729139933,8215.304707744548,0.0
0.33,0.56,0.10999999999999988,1000.0,0.9971587480692068,4.55e-322,0.0,0.0,9888.591121057885
0.33,0.56,0.10999999999999988,2000.0,0.937019804476674,0.8796264528283517,1901.0427126363104,8097.742256787653,0.0
0.33,0.56,0.10999999999999988,4000.0,0.9370222052256864,0.8255477220177823,2367.7016451440763,7630.941329409952,0.0
0.56,0.11,0.32999999999999996,1000.0,0.9971585394837326,5.83e-322,0.0,0.0,9888.591145242815
0.56,0.11,0.32999999999999996,2000.0,0.9971588145298274,3.9e-322,0.0,0.0,9888.591113351958
0.56,0.11,0.32999999999999996,4000.0,0.9971585870849274,6.03e-322,0.0,0.0,9888.59113972358
0.56,0.33,0.10999999999999988,1000.0,0.997158453754302,3.56e-322,0.0,0.0,9888.591155182905
0.56,0.33,0.10999999999999988,2000.0,0.9971587426099436,5.8e-322,0.0,0.0,9888.591121690864
0.56,0.33,0.10999999999999988,4000.0,0.937023541501585,0.7941267314990355,2638.8427037931965,7359.718774369584,0.0
0.78,0.11,0.10999999999999999,1000.0,0.9971586909613314,5.9e-322,0.0,0.0,9888.591127679409
0.78,0.11,0.10999999999999999,2000.0,0.9971584033115743,4.45e-322,0.0,0.0,9888.591161031613
0.78,0.11,0.10999999999999999,4000.0,0.9971585521205814,3.3e-322,0.0,0.0,9888.591143777618
