,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,0.36715665964987604,-0.5384975337866482,-0.01617677995721487,-0.5298307554376661,0.3671901463019886,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,-0.8277271355868734,0.9322928018453314,0.4065709639266449,0.9315576883394818,-0.8275822596695067,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.4605567092775231,-0.3937834973403204,-0.3903825149110071,-0.4017149251024102,0.46037835203938116,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,-0.21771817978188682,0.16883392819523815,0.20741524321859706,0.17375205539056696,-0.21771825213058743,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,0.36715665964987604,-0.8277271355868734,0.4605567092775231,-0.21771817978188682,1.0,-0.8905656505880833,-0.8013619815611901,-0.9054610901869553,0.9999998966903157,0.13731313446804147,-0.7261346533708603,0.21339902660843538
test_eq,-0.5384975337866482,0.9322928018453314,-0.3937834973403204,0.16883392819523815,-0.8905656505880833,1.0,0.44158068605447626,0.9994262073396418,-0.8904994509844621,-0.31031282099249763,0.7831295340120631,-0.1816714642504686
Tpos_eq,-0.01617677995721487,0.4065709639266449,-0.3903825149110071,0.20741524321859706,-0.8013619815611901,0.44158068605447626,1.0,0.47171723434675916,-0.801449061324589,0.13713393692188525,0.4023377630352932,-0.1818367622258806
Tpro_eq,-0.5298307554376661,0.9315576883394818,-0.4017149251024102,0.17375205539056696,-0.9054610901869553,0.9994262073396418,0.47171723434675916,1.0,-0.9053993353433839,-0.29979161969550067,0.7848064370009363,-0.1853901055047708
Tneg_eq,0.3671901463019886,-0.8275822596695067,0.46037835203938116,-0.21771825213058743,0.9999998966903157,-0.8904994509844621,-0.801449061324589,-0.9053993353433839,1.0,0.13733728220628807,-0.7260069341077088,0.21324718828431935
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,0.13731313446804147,-0.31031282099249763,0.13713393692188525,-0.29979161969550067,0.13733728220628807,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,-0.7261346533708603,0.7831295340120631,0.4023377630352932,0.7848064370009363,-0.7260069341077088,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,0.21339902660843538,-0.1816714642504686,-0.1818367622258806,-0.1853901055047708,0.21324718828431935,-0.005020122349614853,-0.005020122349614872,1.0
