Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.9976433444685388,6e-322,0.0,0.0,9841.985943144455
0.11,0.11,0.78,2000.0,0.9370100875253691,1.0978256842952765,18.180340673893763,9981.20081033603,0.0
0.11,0.11,0.78,4000.0,0.9370225367623736,0.8125734874299841,2479.6600405535805,7518.949194071063,0.0
0.11,0.33,0.56,1000.0,0.937017531363644,0.9315398622248156,1453.0719115957029,8545.851468737588,0.0
0.11,0.33,0.56,2000.0,0.9370194955274452,0.8868409364882566,1838.7873654746247,8160.016714861243,0.0
0.11,0.33,0.56,4000.0,0.9370202216574636,0.8699827862097468,1984.2600969062128,8014.499388872298,0.0
0.11,0.56,0.32999999999999996,1000.0,0.9370167296678832,0.9501666335410732,1292.3386536421526,8706.63490013718,0.0
0.11,0.56,0.32999999999999996,2000.0,0.9370172345925668,0.9387239755045858,1391.0790530770146,8607.863646284119,0.0
0.11,0.56,0.32999999999999996,4000.0,0.937017443041032,0.9356796533726146,1417.348986856032,8581.585520988627,0.0
0.11,0.78,0.10999999999999999,1000.0,0.9370155488260232,0.977025705223984,1060.5683117584927,8938.47807205271,0.0
0.11,0.78,0.10999999999999999,2000.0,0.9370158390044196,0.9716253197351884,1107.168857949318,8891.862836404101,0.0
0.11,0.78,0.10999999999999999,4000.0,0.9370155953954696,0.975882623057258,1070.4320961737794,8928.611176429229,0.0
0.33,0.11,0.56,1000.0,0.9976433477315358,6.1e-322,0.0,0.0,9841.985942386911
0.33,0.11,0.56,2000.0,0.937015224017962,0.9867147711312539,976.9603340993913,9022.112463024676,0.0
0.33,0.11,0.56,4000.0,0.9370295722827624,0.6455453656333854,3921.009401225648,6077.176388794771,0.0
0.33,0.33,0.33999999999999997,1000.0,0.9370250788992772,0.7550461096539464,2976.082457002103,7022.37867143162,0.0
0.33,0.33,0.33999999999999997,2000.0,0.9370275036831984,0.6996665465297802,3453.9739491779887,6544.3468676327575,0.0
0.33,0.33,0.33999999999999997,4000.0,0.9370289149450868,0.6617610664249246,3781.0766841235218,6217.1493477995045,0.0
0.33,0.56,0.10999999999999988,1000.0,0.9370239329358516,0.7826049972697549,2738.267433606894,7260.264343414327,0.0
0.33,0.56,0.10999999999999988,2000.0,0.937025042222416,0.7560291444230649,2967.5995016201314,7030.864137374032,0.0
0.33,0.56,0.10999999999999988,4000.0,0.937025739676568,0.7396427204261675,3109.0038926694856,6889.417988445873,0.0
0.56,0.11,0.32999999999999996,1000.0,0.9976433467530034,6.03e-322,0.0,0.0,9841.98594261407
0.56,0.11,0.32999999999999996,2000.0,0.9370237984242222,0.783532918000596,2730.2601036293104,7268.274061811375,0.0
0.56,0.11,0.32999999999999996,4000.0,0.937031469982904,0.60057477415268,4309.0826204026125,5688.992515238876,0.0
0.56,0.33,0.10999999999999988,1000.0,0.9370286567633256,0.6681274107876846,3726.138651670437,6272.103229345628,0.0
0.56,0.33,0.10999999999999988,2000.0,0.9370306654746284,0.6181206996365018,4157.6700140805515,5840.448130280386,0.0
0.56,0.33,0.10999999999999988,4000.0,0.93703267143775,0.5669747055892208,4599.035331975077,5398.958024651489,0.0
0.78,0.11,0.10999999999999999,1000.0,0.9370099080934652,1.0994205307824454,4.418461260700474,9994.967190140125,0.0
0.78,0.11,0.10999999999999999,2000.0,0.9370284092254818,0.6751976441008799,3665.1264945032667,6333.13302110546,0.0
0.78,0.11,0.10999999999999999,4000.0,0.9370317488386544,0.5871375295787867,4425.039558666978,5573.002780818924,0.0
