,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,0.0005371929183303663,-0.155495917360503,0.42742840350754097,-0.14693157615754304,0.0004960070390834124,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,-0.33184464343021863,0.37628104142003665,0.01567158218979782,0.37467832534104994,-0.331828705268834,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.33129754758260643,-0.22077852469249046,-0.4430867412387058,-0.22773994173034545,0.33132279454580316,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,-0.3563186325192256,0.22473929354623182,0.5116338328266473,0.23292923391052692,-0.356348322549899,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,0.0005371929183303663,-0.33184464343021863,0.33129754758260643,-0.3563186325192256,1.0,-0.9528721193847725,-0.5468426159206617,-0.958049582190613,0.9999999968559724,-0.20429156182089803,-0.30721104091842577,-0.1024594383028965
test_eq,-0.155495917360503,0.37628104142003665,-0.22077852469249046,0.22473929354623182,-0.9528721193847725,1.0,0.26707708558211274,0.9998459847736716,-0.9528480729848444,-0.01740047242279996,0.2873059972225746,0.11728288270383935
Tpos_eq,0.42742840350754097,0.01567158218979782,-0.4430867412387058,0.5116338328266473,-0.5468426159206617,0.26707708558211274,1.0,0.28394856703146537,-0.546908968311542,0.6969643797078043,0.18297118415829097,0.0017922654177897194
Tpro_eq,-0.14693157615754304,0.37467832534104994,-0.22773994173034545,0.23292923391052692,-0.958049582190613,0.9998459847736716,0.28394856703146537,1.0,-0.9580268648409036,-0.004620417957196788,0.2891965029216151,0.1167271052340177
Tneg_eq,0.0004960070390834124,-0.331828705268834,0.33132279454580316,-0.356348322549899,0.9999999968559724,-0.9528480729848444,-0.546908968311542,-0.9580268648409036,1.0,-0.2043473299455381,-0.30721187620181234,-0.1024540070125975
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,-0.20429156182089803,-0.01740047242279996,0.6969643797078043,-0.004620417957196788,-0.2043473299455381,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,-0.30721104091842577,0.2873059972225746,0.18297118415829097,0.2891965029216151,-0.30721187620181234,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,-0.1024594383028965,0.11728288270383935,0.0017922654177897194,0.1167271052340177,-0.1024540070125975,-0.005020122349614853,-0.005020122349614872,1.0
