,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,0.0006775295368223355,-0.2789069919378593,0.46460002594010374,-0.26488481852298174,0.0004960070273552684,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,-0.331921189175034,0.42757789818105757,-0.07347609244328036,0.4254060325197123,-0.33182870526883435,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.3312337586156676,-0.14866646240268552,-0.3911122426258578,-0.1605164159451687,0.33132279455753094,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,-0.35622724529885197,0.121980217182602,0.4839421383877677,0.13663549198562197,-0.35634832254989923,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,0.0006775295368223355,-0.331921189175034,0.3312337586156676,-0.35622724529885197,1.0,-0.8554431999161962,-0.5015253307183365,-0.8707171814185077,0.9999999403403583,-0.20410598034216795,-0.3072429773072385,-0.10245559413157843
test_eq,-0.2789069919378593,0.42757789818105757,-0.14866646240268552,0.121980217182602,-0.8554431999161962,1.0,-0.019028200415005768,0.9995424200271011,-0.8552643060375025,-0.19321720155030794,0.31252491002086497,0.09081647709110037
Tpos_eq,0.46460002594010374,-0.07347609244328036,-0.3911122426258578,0.4839421383877677,-0.5015253307183365,-0.019028200415005768,1.0,0.011223179762143565,-0.5018240566757153,0.7167983373298299,0.07107573714003194,0.04608623901424503
Tpro_eq,-0.26488481852298174,0.4254060325197123,-0.1605164159451687,0.13663549198562197,-0.8707171814185077,0.9995424200271011,0.011223179762143565,1.0,-0.8705473039696568,-0.17155498574349057,0.31471242786829573,0.09222164880234662
Tneg_eq,0.0004960070273552684,-0.33182870526883435,0.33132279455753094,-0.35634832254989923,0.9999999403403583,-0.8552643060375025,-0.5018240566757153,-0.8705473039696568,1.0,-0.20434732994916838,-0.3072118762018122,-0.10245400700897103
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,-0.20410598034216795,-0.19321720155030794,0.7167983373298299,-0.17155498574349057,-0.20434732994916838,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,-0.3072429773072385,0.31252491002086497,0.07107573714003194,0.31471242786829573,-0.3072118762018122,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,-0.10245559413157843,0.09081647709110037,0.04608623901424503,0.09222164880234662,-0.10245400700897103,-0.005020122349614853,-0.005020122349614872,1.0
