Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.9976433469831943,6.03e-322,0.0,0.0,9841.985942560636
0.11,0.11,0.78,2000.0,0.9976433481279438,4.4e-322,0.0,0.0,9841.98594229486
0.11,0.11,0.78,4000.0,0.9976433481263932,5.1e-322,0.0,0.0,9841.985942295216
0.11,0.33,0.56,1000.0,0.9976432443073308,6e-322,0.0,0.0,9841.9859663996
0.11,0.33,0.56,2000.0,0.9976431226644942,4.2e-322,0.0,0.0,9841.985994642238
0.11,0.33,0.56,4000.0,0.9976433440159024,6.03e-322,0.0,0.0,9841.985943249541
0.11,0.56,0.32999999999999996,1000.0,0.9976433469805236,5.83e-322,0.0,0.0,9841.98594256126
0.11,0.56,0.32999999999999996,2000.0,0.9976434476254056,5.53e-322,0.0,0.0,9841.98591919385
0.11,0.56,0.32999999999999996,4000.0,0.937010236274356,1.0988246419456829,9.548091028773618,9989.823866548246,0.0
0.11,0.78,0.10999999999999999,1000.0,0.9976433454966256,6.13e-322,0.0,0.0,9841.985942905749
0.11,0.78,0.10999999999999999,2000.0,0.9370101021490744,1.0988972562857915,8.923018846555662,9990.450625796906,0.0
0.11,0.78,0.10999999999999999,4000.0,0.9370104685208064,1.0985040625593834,12.306479984500852,9987.056861457624,0.0
0.33,0.11,0.56,1000.0,0.9976435697729348,6e-322,0.0,0.0,9841.985890833988
0.33,0.11,0.56,2000.0,0.9976433442639976,4.45e-322,0.0,0.0,9841.985943191969
0.33,0.11,0.56,4000.0,0.9976433470784668,4.74e-322,0.0,0.0,9841.985942538515
0.33,0.33,0.33999999999999997,1000.0,0.9976433469828564,6.1e-322,0.0,0.0,9841.985942560708
0.33,0.33,0.33999999999999997,2000.0,0.9976434111790472,6.13e-322,0.0,0.0,9841.98592765588
0.33,0.33,0.33999999999999997,4000.0,0.997643346981528,4.9e-322,0.0,0.0,9841.985942561034
0.33,0.56,0.10999999999999988,1000.0,0.997643122771722,5.4e-322,0.0,0.0,9841.985994617344
0.33,0.56,0.10999999999999988,2000.0,0.997643346642414,5.34e-322,0.0,0.0,9841.98594263977
0.33,0.56,0.10999999999999988,4000.0,0.9370100691633472,1.099447703475702,4.1814673750160045,9995.201793335897,0.0
0.56,0.11,0.32999999999999996,1000.0,0.9976433457493232,5.5e-322,0.0,0.0,9841.985942847126
0.56,0.11,0.32999999999999996,2000.0,0.9976433442631644,5.6e-322,0.0,0.0,9841.985943192169
0.56,0.11,0.32999999999999996,4000.0,0.9976433454972378,6e-322,0.0,0.0,9841.985942905609
0.56,0.33,0.10999999999999988,1000.0,0.9976433466445279,4.94e-322,0.0,0.0,9841.985942639296
0.56,0.33,0.10999999999999988,2000.0,0.9976433468939766,6.1e-322,0.0,0.0,9841.98594258131
0.56,0.33,0.10999999999999988,4000.0,0.9370099908374316,1.099932580645154,0.0,9999.387096774135,0.0
0.78,0.11,0.10999999999999999,1000.0,0.9976431680223172,5.93e-322,0.0,0.0,9841.985984111212
0.78,0.11,0.10999999999999999,2000.0,0.9976431459670412,5.93e-322,0.0,0.0,9841.985989231944
0.78,0.11,0.10999999999999999,4000.0,0.9976433442632248,4.4e-322,0.0,0.0,9841.98594319216
