,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,0.4159153113290048,-0.43522420093924646,-0.3196286320935452,-0.43441202253889327,0.41590189816038625,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,-0.7522096680512246,0.7655164346165612,0.6246624688308555,0.7655243911448757,-0.7521946658801808,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.33628430473205945,-0.33028236109332226,-0.3050247191382068,-0.33110247150778627,0.33628271577713026,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,-0.20044155407371853,0.18825779463564676,0.20036694524389673,0.18933470356718793,-0.20044593184311504,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,0.4159153113290048,-0.7522096680512246,0.33628430473205945,-0.20044155407371853,1.0,-0.9811697828702987,-0.9091736775511204,-0.9836761008009698,0.9999999945561574,0.22017921871483878,-0.7367206184697933,0.1709356541885627
test_eq,-0.43522420093924646,0.7655164346165612,-0.33028236109332226,0.18825779463564676,-0.9811697828702987,1.0,0.811623920048478,0.9999097508746139,-0.98114964569257,-0.25123503222952637,0.741289133376854,-0.1654509074763692
Tpos_eq,-0.3196286320935452,0.6246624688308555,-0.3050247191382068,0.20036694524389673,-0.9091736775511204,0.811623920048478,1.0,0.8193989356428236,-0.9092170760380911,-0.1242888786356882,0.6300471811626497,-0.16029188533627833
Tpro_eq,-0.43441202253889327,0.7655243911448757,-0.33110247150778627,0.18933470356718793,-0.9836761008009698,0.9999097508746139,0.8193989356428236,1.0,-0.9836573393625893,-0.2493813884488611,0.7418751477327276,-0.16603407407279708
Tneg_eq,0.41590189816038625,-0.7521946658801808,0.33628271577713026,-0.20044593184311504,0.9999999945561574,-0.98114964569257,-0.9092170760380911,-0.9836573393625893,1.0,0.22016083500364753,-0.7367097391036037,0.1709356140983313
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,0.22017921871483878,-0.25123503222952637,-0.1242888786356882,-0.2493813884488611,0.22016083500364753,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,-0.7367206184697933,0.741289133376854,0.6300471811626497,0.7418751477327276,-0.7367097391036037,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,0.1709356541885627,-0.1654509074763692,-0.16029188533627833,-0.16603407407279708,0.1709356140983313,-0.005020122349614853,-0.005020122349614872,1.0
