,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,-0.3325682530725151,,,,0.33256824634389176,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,0.26491792810155396,,,,-0.2649182230566781,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.06764830287220351,,,,-0.06764800119747341,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,0.04411797081266898,,,,-0.044117774349025946,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,-0.3325682530725151,0.26491792810155396,0.06764830287220351,0.04411797081266898,1.0,,,,-0.9999999999973714,-0.3116014320715146,0.36374866609194545,0.023859843985807476
test_eq,,,,,,,,,,,,
Tpos_eq,,,,,,,,,,,,
Tpro_eq,,,,,,,,,,,,
Tneg_eq,0.33256824634389176,-0.2649182230566781,-0.06764800119747341,-0.044117774349025946,-0.9999999999973714,,,,1.0,0.3116016243776255,-0.3637487738758309,-0.023859590186654827
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,-0.3116014320715146,,,,0.3116016243776255,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,0.36374866609194545,,,,-0.3637487738758309,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,0.023859843985807476,,,,-0.023859590186654827,-0.005020122349614853,-0.005020122349614872,1.0
