Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.997158748050102,6.1e-322,0.0,0.0,9888.591121060112
0.11,0.11,0.78,2000.0,0.9971585603987224,4.3e-322,0.0,0.0,9888.591142817788
0.11,0.11,0.78,4000.0,0.997158651364323,6e-322,0.0,0.0,9888.591132270558
0.11,0.33,0.56,1000.0,0.9971586696623969,5.9e-322,0.0,0.0,9888.591130148938
0.11,0.33,0.56,2000.0,0.9971586909441528,6.13e-322,0.0,0.0,9888.591127681391
0.11,0.33,0.56,4000.0,0.9971588756003458,3.9e-322,0.0,0.0,9888.591106271
0.11,0.56,0.32999999999999996,1000.0,0.9971588145693404,5.04e-322,0.0,0.0,9888.591113347367
0.11,0.56,0.32999999999999996,2000.0,0.9370273155317276,0.702902644641464,3426.0483305353346,6572.280625189801,0.0
0.11,0.56,0.32999999999999996,4000.0,0.9370218445434644,0.8320466471946267,2311.6206218585485,7687.039300553464,0.0
0.11,0.78,0.10999999999999999,1000.0,0.9370243355909572,0.7752804753626719,2801.4731488045427,7197.039797406378,0.0
0.11,0.78,0.10999999999999999,2000.0,0.9370200058884552,0.8753458584882777,1937.9809184553567,8060.792730631645,0.0
0.11,0.78,0.10999999999999999,4000.0,0.9370180500289118,0.920066844944494,1552.0745268318185,8446.818084637827,0.0
0.33,0.11,0.56,1000.0,0.997158850508088,5.8e-322,0.0,0.0,9888.59110918038
0.33,0.11,0.56,2000.0,0.997158650063862,5.9e-322,0.0,0.0,9888.591132421328
0.33,0.11,0.56,4000.0,0.997158828178066,6.1e-322,0.0,0.0,9888.591111769483
0.33,0.33,0.33999999999999997,1000.0,0.9971587482287888,6.1e-322,0.0,0.0,9888.591121039408
0.33,0.33,0.33999999999999997,2000.0,0.9971585602573184,6.03e-322,0.0,0.0,9888.591142834182
0.33,0.33,0.33999999999999997,4000.0,0.997158653779287,0.0,0.0,0.0,9888.591131990564
0.33,0.56,0.10999999999999988,1000.0,0.9971586517245636,3.46e-322,0.0,0.0,9888.591132228776
0.33,0.56,0.10999999999999988,2000.0,0.9971585598955848,0.0,0.0,0.0,9888.591142876106
0.33,0.56,0.10999999999999988,4000.0,0.9370350768308732,0.5089376747461267,5099.87003553443,4897.98383850399,0.0
0.56,0.11,0.32999999999999996,1000.0,0.9971584032839448,3.36e-322,0.0,0.0,9888.591161034821
0.56,0.11,0.32999999999999996,2000.0,0.9971585602246671,0.0,0.0,0.0,9888.59114283797
0.56,0.11,0.32999999999999996,4000.0,0.9971587535055032,0.0,0.0,0.0,9888.591120427569
0.56,0.33,0.10999999999999988,1000.0,0.9971585395705906,6.03e-322,0.0,0.0,9888.59114523274
0.56,0.33,0.10999999999999988,2000.0,0.9971585395190451,0.0,0.0,0.0,9888.59114523873
0.56,0.33,0.10999999999999988,4000.0,0.9971585519178188,0.0,0.0,0.0,9888.591143801134
0.78,0.11,0.10999999999999999,1000.0,0.9971586525733313,0.0,0.0,0.0,9888.591132130394
0.78,0.11,0.10999999999999999,2000.0,0.9971588145468331,0.0,0.0,0.0,9888.591113349989
0.78,0.11,0.10999999999999999,4000.0,0.9971586500605472,0.0,0.0,0.0,9888.591132421723
