,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,0.3535621906608802,-0.3906083688284444,-0.09886974087685557,-0.38857612562722565,0.35353577670739494,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,-0.7070865289790066,0.7257616562595754,0.4788664772336551,0.7249031399630096,-0.7070715528684418,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.3535137713160369,-0.33514326954804696,-0.37998537808278054,-0.336316961369473,0.353525208817075,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,-0.43464316768223576,0.40888089600203126,0.4833008101566107,0.41050766230294283,-0.4346591439518216,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,0.3535621906608802,-0.7070865289790066,0.3535137713160369,-0.43464316768223576,1.0,-0.9942742121192171,-0.8402813505460038,-0.9949191929963159,0.9999999972550815,0.0352079401530142,-0.8177916300921018,0.03350289819129304
test_eq,-0.3906083688284444,0.7257616562595754,-0.33514326954804696,0.40888089600203126,-0.9942742121192171,1.0,0.7775365478564328,0.9999806832129624,-0.994266299162578,-0.08493441691333904,0.8103698886277567,-0.020765231819348137
Tpos_eq,-0.09886974087685557,0.4788664772336551,-0.37998537808278054,0.4833008101566107,-0.8402813505460038,0.7775365478564328,1.0,0.7814301078674116,-0.8403214810414811,0.22372357899209183,0.7010747342456032,-0.09180396735134949
Tpro_eq,-0.38857612562722565,0.7249031399630096,-0.336316961369473,0.41050766230294283,-0.9949191929963159,0.9999806832129624,0.7814301078674116,1.0,-0.9949117376642276,-0.08206871196415787,0.8110558603094927,-0.02151264843371929
Tneg_eq,0.35353577670739494,-0.7070715528684418,0.353525208817075,-0.4346591439518216,0.9999999972550815,-0.994266299162578,-0.8403214810414811,-0.9949117376642276,1.0,0.03517393276854417,-0.8177939281102483,0.033511661867283035
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,0.0352079401530142,-0.08493441691333904,0.22372357899209183,-0.08206871196415787,0.03517393276854417,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,-0.8177916300921018,0.8103698886277567,0.7010747342456032,0.8110558603094927,-0.8177939281102483,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,0.03350289819129304,-0.020765231819348137,-0.09180396735134949,-0.02151264843371929,0.033511661867283035,-0.005020122349614853,-0.005020122349614872,1.0
