Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.9976434112128351,3.6e-322,0.0,0.0,9841.985927648033
0.11,0.11,0.78,2000.0,0.9976433469767744,5.9e-322,0.0,0.0,9841.985942562134
0.11,0.11,0.78,4000.0,0.9976432174941126,5.83e-322,0.0,0.0,9841.985972624983
0.11,0.33,0.56,1000.0,0.9976433456438052,6.13e-322,0.0,0.0,9841.985942871612
0.11,0.33,0.56,2000.0,0.9976433470755904,5.53e-322,0.0,0.0,9841.985942539166
0.11,0.33,0.56,4000.0,0.9976433479280044,6e-322,0.0,0.0,9841.985942341256
0.11,0.56,0.32999999999999996,1000.0,0.9976434899043708,4.15e-322,0.0,0.0,9841.985909377663
0.11,0.56,0.32999999999999996,2000.0,0.9976434381306758,6.1e-322,0.0,0.0,9841.985921398318
0.11,0.56,0.32999999999999996,4000.0,1.1000000003893988,0.0,0.0,0.0,0.0
0.11,0.78,0.10999999999999999,1000.0,0.9976433477378576,5.9e-322,0.0,0.0,9841.985942385441
0.11,0.78,0.10999999999999999,2000.0,1.0999999991388665,0.0,0.0,0.0,0.0
0.11,0.78,0.10999999999999999,4000.0,1.100000104072265,0.0,0.0,0.0,0.0
0.33,0.11,0.56,1000.0,0.9976434894808526,6e-322,0.0,0.0,9841.985909475987
0.33,0.11,0.56,2000.0,0.9976435466215148,4.6e-322,0.0,0.0,9841.985896209237
0.33,0.11,0.56,4000.0,0.9976433475726988,6.13e-322,0.0,0.0,9841.985942423791
0.33,0.33,0.33999999999999997,1000.0,0.9976430638859664,6.1e-322,0.0,0.0,9841.98600828929
0.33,0.33,0.33999999999999997,2000.0,0.9976432811722572,6.1e-322,0.0,0.0,9841.985957840463
0.33,0.33,0.33999999999999997,4000.0,0.9976433446573306,5.7e-322,0.0,0.0,9841.985943100673
0.33,0.56,0.10999999999999988,1000.0,0.9976433454118186,6.03e-322,0.0,0.0,9841.985942925483
0.33,0.56,0.10999999999999988,2000.0,0.9976433448265154,6.1e-322,0.0,0.0,9841.985943061389
0.33,0.56,0.10999999999999988,4000.0,1.0999999995071774,0.0,0.0,0.0,0.0
0.56,0.11,0.32999999999999996,1000.0,0.9976433446426808,5.9e-322,0.0,0.0,9841.985943104062
0.56,0.11,0.32999999999999996,2000.0,0.9976433446576448,4.94e-322,0.0,0.0,9841.985943100608
0.56,0.11,0.32999999999999996,4000.0,0.9976433454083,6.1e-322,0.0,0.0,9841.985942926303
0.56,0.33,0.10999999999999988,1000.0,0.997643460074242,5.8e-322,0.0,0.0,9841.985916303523
0.56,0.33,0.10999999999999988,2000.0,0.9976433469822636,6.1e-322,0.0,0.0,9841.985942560852
0.56,0.33,0.10999999999999988,4000.0,1.1000000004917343,0.0,0.0,0.0,0.0
0.78,0.11,0.10999999999999999,1000.0,0.997643345496458,6e-322,0.0,0.0,9841.985942905798
0.78,0.11,0.10999999999999999,2000.0,0.9976433446590436,6e-322,0.0,0.0,9841.985943100279
0.78,0.11,0.10999999999999999,4000.0,0.9976432019608646,6.13e-322,0.0,0.0,9841.985976231486
