Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.11,0.11,0.78,1000.0,0.6595685182368634,4.45e-322,0.0,0.0,1483.7904560542454
0.11,0.11,0.78,2000.0,0.5804008527687743,0.6131587332662972,217.86437209443162,5585.761909461632,0.0
0.11,0.11,0.78,4000.0,0.5804032770857533,0.5508480444875755,755.5717525333818,5047.908163057982,0.0
0.11,0.33,0.56,1000.0,0.5804021943150979,0.5771962351143647,528.2003302278678,5275.340915614373,0.0
0.11,0.33,0.56,2000.0,0.5804029780055316,0.5587851604876459,687.0783666173435,5116.419937696685,0.0
0.11,0.33,0.56,4000.0,0.5804033370919777,0.5454282589388336,802.3418861324255,5001.125519240183,0.0
0.11,0.56,0.32999999999999996,1000.0,0.5804021225777856,0.5812394792517287,493.30930925068367,5310.2414175598715,0.0
0.11,0.56,0.32999999999999996,2000.0,0.5804024828600829,0.5718393754429307,574.4271913211597,5229.101517360581,0.0
0.11,0.56,0.32999999999999996,4000.0,0.5804026586969778,0.5645837426722217,637.0395410256089,5166.472246932856,0.0
0.11,0.78,0.10999999999999999,1000.0,0.5804018842276794,0.5888965601031095,427.2329036341604,5376.335834504226,0.0
0.11,0.78,0.10999999999999999,2000.0,0.580402091330795,0.5820424168758627,486.3803932186498,5317.172219205524,0.0
0.11,0.78,0.10999999999999999,4000.0,0.5804020484516158,0.5804610791203255,500.02648134542153,5303.522421289811,0.0
0.33,0.11,0.56,1000.0,0.6595685799009782,6.03e-322,0.0,0.0,1483.7904489044345
0.33,0.11,0.56,2000.0,0.5804024406913117,0.5729200963328066,565.1011383780091,5238.430096411701,0.0
0.33,0.11,0.56,4000.0,0.5804055720132827,0.4890239639030971,1289.0867559143005,4514.252396954437,0.0
0.33,0.33,0.33999999999999997,1000.0,0.5804045166937044,0.5133308984472434,1079.3276667532218,4724.06631697494,0.0
0.33,0.33,0.33999999999999997,2000.0,0.5804057467039919,0.4855480354552573,1319.0827050350194,4484.248660017237,0.0
0.33,0.33,0.33999999999999997,4000.0,0.5804067146264159,0.4575404061916514,1560.778703717989,4242.490408078514,0.0
0.33,0.56,0.10999999999999988,1000.0,0.5804045888782312,0.5157066628401251,1058.8258268265304,4744.573546398443,0.0
0.33,0.56,0.10999999999999988,2000.0,0.5804053814514789,0.4942351059616904,1244.1166067187798,4559.234244656661,0.0
0.33,0.56,0.10999999999999988,4000.0,0.5804062480497433,0.4733131893457675,1424.6649661874942,4378.639096154548,0.0
0.56,0.11,0.32999999999999996,1000.0,0.6595685184839242,6.03e-322,0.0,0.0,1483.7904560256036
0.56,0.11,0.32999999999999996,2000.0,0.5804037290968648,0.5387500561040748,859.9716234966793,4943.480404137197,0.0
0.56,0.11,0.32999999999999996,4000.0,0.5804063233523082,0.470395529000683,1449.8433484941372,4353.454228550811,0.0
0.56,0.33,0.10999999999999988,1000.0,0.5804057724987057,0.4835300104731319,1336.4975079745216,4466.829344111647,0.0
0.56,0.33,0.10999999999999988,2000.0,0.5804067573086091,0.4540147241017589,1591.2041941434368,4212.05714401076,0.0
0.56,0.33,0.10999999999999988,4000.0,0.5804080861816929,0.4189985077396827,1893.3838531444715,3909.800974809941,0.0
0.78,0.11,0.10999999999999999,1000.0,0.580400975637278,0.6147465362734653,204.1625876504591,5599.467479018925,0.0
0.78,0.11,0.10999999999999999,2000.0,0.5804048903122281,0.5075799473170118,1128.9559750715664,4674.424972329748,0.0
0.78,0.11,0.10999999999999999,4000.0,0.5804064678018385,0.4643705472714794,1501.8368660828382,4301.447348565274,0.0
