,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,0.17767726459120756,-0.1775199497245806,-0.32410019909454674,-0.1775279781976458,0.17767869314038945,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,-0.5370283934817177,0.5368937723341239,0.5941975094806717,0.536900606734312,-0.5370288556643104,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.3593403877230197,-0.3593630807637271,-0.27008923705556764,-0.3593618867265411,0.35933942138531544,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,-0.45418632592833313,0.45421604305875873,0.3421841256696032,0.45421457105584234,-0.45418687208645336,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,0.17767726459120756,-0.5370283934817177,0.3593403877230197,-0.45418632592833313,1.0,-0.9999998737768471,-0.8253922259003825,-0.9999998862827476,0.9999999999877248,-0.09578209729974974,-0.8150656752686808,0.1279916341846201
test_eq,-0.1775199497245806,0.5368937723341239,-0.3593630807637271,0.45421604305875873,-0.9999998737768471,1.0,0.8251084738062607,0.9999999996738441,-0.9999998724675023,0.09598320850176205,0.8149388433048931,-0.12801467681461212
Tpos_eq,-0.32410019909454674,0.5941975094806717,-0.27008923705556764,0.3421841256696032,-0.8253922259003825,0.8251084738062607,1.0,0.8251229031866568,-0.8253937029561568,-0.1468403141947223,0.815675117806684,-0.07904828919969564
Tpro_eq,-0.1775279781976458,0.536900606734312,-0.3593618867265411,0.45421457105584234,-0.9999998862827476,0.9999999996738441,0.8251229031866568,1.0,-0.9999998850402433,0.095972992121597,0.814945320633053,-0.1280134757676663
Tneg_eq,0.17767869314038945,-0.5370288556643104,0.35933942138531544,-0.45418687208645336,0.9999999999877248,-0.9999998724675023,-0.8253937029561568,-0.9999998850402433,1.0,-0.0957811653603859,-0.8150668216205457,0.12799090810304034
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,-0.09578209729974974,0.09598320850176205,-0.1468403141947223,0.095972992121597,-0.0957811653603859,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,-0.8150656752686808,0.8149388433048931,0.815675117806684,0.814945320633053,-0.8150668216205457,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,0.1279916341846201,-0.12801467681461212,-0.07904828919969564,-0.1280134757676663,0.12799090810304034,-0.005020122349614853,-0.005020122349614872,1.0
