,Tpos_ir,Tpro_ir,Tneg_ir,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq,Tpos_0,Tpro_0,Tneg_0
Tpos_ir,1.0,-0.4999701082082862,-0.5000149456724838,1.3563648069766937e-17,-0.3283896690158672,,,,0.3283892617814588,0.7222372147142148,-0.36109701839271696,-0.3607758044853392
Tpro_ir,-0.4999701082082862,1.0,-0.5000149456724838,0.0,0.18668820806896208,,,,-0.18668823191049264,-0.3610970183927172,0.7222372147142149,-0.36077580448533925
Tneg_ir,-0.5000149456724838,-0.5000149456724838,1.0,6.781621323101059e-18,0.14169722542625882,,,,-0.1416967943632052,-0.36112940167797397,-0.36112940167797386,0.7215300414673039
Totcell,1.3563648069766937e-17,0.0,6.781621323101059e-18,1.0,-0.10920611331727081,,,,0.1092055933217093,0.5738791125983493,0.5738791125983493,0.5750216882048523
o2_eq,-0.3283896690158672,0.18668820806896208,0.14169722542625882,-0.10920611331727081,1.0,,,,-0.9999999999977333,-0.34968392126764725,0.09677954275908691,0.06463756935496955
test_eq,,,,,,,,,,,,
Tpos_eq,,,,,,,,,,,,
Tpro_eq,,,,,,,,,,,,
Tneg_eq,0.3283892617814588,-0.18668823191049264,-0.1416967943632052,0.1092055933217093,-0.9999999999977333,,,,1.0,0.34968346118660254,-0.09677994357572782,-0.06463760456163857
Tpos_0,0.7222372147142148,-0.3610970183927172,-0.36112940167797397,0.5738791125983493,-0.34968392126764725,,,,0.34968346118660254,1.0,-0.005974098873341085,-0.005020122349614853
Tpro_0,-0.36109701839271696,0.7222372147142149,-0.36112940167797386,0.5738791125983493,0.09677954275908691,,,,-0.09677994357572782,-0.005974098873341085,1.0,-0.005020122349614872
Tneg_0,-0.3607758044853392,-0.36077580448533925,0.7215300414673039,0.5750216882048523,0.06463756935496955,,,,-0.06463760456163857,-0.005020122349614853,-0.005020122349614872,1.0
