l_lim_o2Tpro,l_lim_o2Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.0,0.8343306195842501,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.0,0.2,0.8343306195842501,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.0,0.4,0.8343306214245403,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.0,0.6000000000000001,0.8327048744722083,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.0,0.8,0.8903167729994585,1.0999325806451503,0.0,9999.387096774102,4499.760394134779
0.2,0.0,0.8343306195842501,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.2,0.2,0.8343306195842501,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.2,0.4,0.8343306214245403,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.2,0.6000000000000001,0.8327048744722083,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.2,0.8,0.8903167729994585,1.0999325806451503,0.0,9999.387096774102,4499.760394134779
0.4,0.0,0.8341599739266466,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.4,0.2,0.8341599739266466,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.4,0.4,0.8341599747613321,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.4,0.6000000000000001,0.8317375935895067,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.4,0.8,0.8899280455987034,1.0999325806451503,0.0,9999.387096774102,4499.414388143736
0.6000000000000001,0.0,0.8337171247888984,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.6000000000000001,0.2,0.8337171247888984,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.6000000000000001,0.4,0.8337171246695005,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.6000000000000001,0.6000000000000001,0.8330512741593673,1.0999325806451503,0.0,9999.3870967741,9959.330658105886
0.6000000000000001,0.8,0.8893754479936132,1.0999325806451503,0.0,9999.387096774102,4499.570288308657
0.8,0.0,0.9797163018798649,0.09863049937317422,0.0,896.6789031156901,9959.330658105886
0.8,0.2,0.9797163018798649,0.09863049937317422,0.0,896.6789031156901,9959.330658105886
0.8,0.4,0.9797162876074464,0.09863049937501316,0.0,896.6789030328163,9959.330658105886
0.8,0.6000000000000001,0.9803130757526162,0.09862443527155272,0.0,896.6910909681253,9959.330658105886
0.8,0.8,0.9832939571572944,0.16197062527370198,0.0,1472.3807639793054,9052.66568327913
