l_lim_o2Tpro,l_lim_o2Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.0,0.9964229633908291,5.9e-322,0.0,0.0,9959.330658105906
0.0,0.2,0.9964229633908291,5.9e-322,0.0,0.0,9959.330658105906
0.0,0.4,0.9964229633908598,6.1e-322,0.0,0.0,9959.330658105906
0.0,0.6000000000000001,0.996422942517494,3.46e-322,0.0,0.0,9959.330658105906
0.0,0.8,0.9370101545003648,1.099932580645154,0.0,9999.387096774135,0.0
0.2,0.0,0.9964229633908291,5.9e-322,0.0,0.0,9959.330658105906
0.2,0.2,0.9964229633908291,5.9e-322,0.0,0.0,9959.330658105906
0.2,0.4,0.9964229633908598,6.1e-322,0.0,0.0,9959.330658105906
0.2,0.6000000000000001,0.996422942517494,3.46e-322,0.0,0.0,9959.330658105906
0.2,0.8,0.9370101545003648,1.099932580645154,0.0,9999.387096774135,0.0
0.4,0.0,0.9964229605211344,5.9e-322,0.0,0.0,9959.330658105906
0.4,0.2,0.9964229605211344,5.9e-322,0.0,0.0,9959.330658105906
0.4,0.4,0.9964229597565564,5.93e-322,0.0,0.0,9959.330658105906
0.4,0.6000000000000001,0.9964229036469676,5.6e-322,0.0,0.0,9959.330658105906
0.4,0.8,0.9976434600484004,6e-322,0.0,0.0,9841.985916309512
0.6000000000000001,0.0,0.9964229601692364,6.1e-322,0.0,0.0,9959.330658105906
0.6000000000000001,0.2,0.9964229601692364,6.1e-322,0.0,0.0,9959.330658105906
0.6000000000000001,0.4,0.9964229601692728,5.83e-322,0.0,0.0,9959.330658105906
0.6000000000000001,0.6000000000000001,0.9964229603792736,5.34e-322,0.0,0.0,9959.330658105906
0.6000000000000001,0.8,0.9976433442625332,6e-322,0.0,0.0,9841.985943192318
0.8,0.0,0.9964229616034248,3.46e-322,0.0,0.0,9959.330658105906
0.8,0.2,0.9964229616034248,3.46e-322,0.0,0.0,9959.330658105906
0.8,0.4,0.99642296160344,6.1e-322,0.0,0.0,9959.330658105906
0.8,0.6000000000000001,0.9964230618485068,4.2e-322,0.0,0.0,9959.330658105906
0.8,0.8,0.9976433457464612,3.6e-322,0.0,0.0,9841.985942847792
