l_lim_o2Tpro,l_lim_o2Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.0,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.0,0.2,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.0,0.4,0.9964229611556984,-2.118209943225688e-35,0.0,8.775287527476749e-59,9959.33065810594
0.0,0.6000000000000001,0.9964229611556982,-5.560868619198179e-37,0.0,-1.1142570800134539e-59,9959.33065810594
0.0,0.8,0.9976433461954632,6.863148328974512e-39,0.0,-2.356915823730213e-76,9841.985942743922
0.2,0.0,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.2,0.2,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.2,0.4,0.9964229611556984,-2.118209943225688e-35,0.0,8.775287527476749e-59,9959.33065810594
0.2,0.6000000000000001,0.9964229611556982,-5.560868619198179e-37,0.0,-1.1142570800134539e-59,9959.33065810594
0.2,0.8,0.9976433461954632,6.863148328974512e-39,0.0,-2.356915823730213e-76,9841.985942743922
0.4,0.0,0.9964229611556968,-2.5967555281348187e-28,0.0,-5.637651833837291e-66,9959.330658106071
0.4,0.2,0.9964229611556968,-2.5967555281348187e-28,0.0,-5.637651833837291e-66,9959.330658106071
0.4,0.4,0.9964229611556982,5.768766536256511e-32,0.0,7.990185501982833e-56,9959.330658105937
0.4,0.6000000000000001,0.9964229611556982,-2.194520119104187e-31,0.0,8.340218157492606e-54,9959.33065810594
0.4,0.8,0.9976433461954632,-5.525490867286978e-45,0.0,-1.1155796105707174e-78,9841.985942743922
0.6000000000000001,0.0,0.9964229611556982,1.2592865366769929e-37,0.0,-7.987834672910679e-43,9959.33065810594
0.6000000000000001,0.2,0.9964229611556982,1.2592865366769929e-37,0.0,-7.987834672910679e-43,9959.33065810594
0.6000000000000001,0.4,0.9964229611557628,1.3378132556345458e-24,0.0,1.460687508986512e-44,9959.330658099749
0.6000000000000001,0.6000000000000001,0.996422961155275,-4.204241106493306e-26,0.0,1.4906178307959152e-52,9959.330658146451
0.6000000000000001,0.8,0.9976433461954632,-5.0357973881386726e-42,0.0,-1.636803383584964e-65,9841.98594274392
0.8,0.0,0.9964229611556982,-5.7228122666449146e-31,0.0,-2.9853790509284086e-46,9959.33065810594
0.8,0.2,0.9964229611556982,-5.7228122666449146e-31,0.0,-2.9853790509284086e-46,9959.33065810594
0.8,0.4,0.9964229611556982,1.4007553040692118e-30,0.0,6.5303146134108824e-46,9959.330658105937
0.8,0.6000000000000001,0.9964229611556984,-2.9954930158270963e-32,0.0,-2.16716868488831e-56,9959.330658105937
0.8,0.8,0.9976433461954629,-1.2389986919631643e-44,0.0,-1.397139808901465e-80,9841.98594274392
