Tp_initratio,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.1,1000.0,0.9971585864436636,5.43e-322,0.0,0.0,9888.591139797942
0.1,2000.0,0.9971587337173956,5.8e-322,0.0,0.0,9888.591122721964
0.1,4000.0,0.997158559750771,6.03e-322,0.0,0.0,9888.591142892918
0.2,1000.0,0.9971587524713174,5.83e-322,0.0,0.0,9888.591120547466
0.2,2000.0,0.9971584541342798,6.13e-322,0.0,0.0,9888.59115513885
0.2,4000.0,0.9971586696658036,5.2e-322,0.0,0.0,9888.59113014854
0.30000000000000004,1000.0,0.9971588502273856,5.83e-322,0.0,0.0,9888.59110921293
0.30000000000000004,2000.0,0.9971586537528924,3.85e-322,0.0,0.0,9888.59113199362
0.30000000000000004,4000.0,0.9971586544089096,5.53e-322,0.0,0.0,9888.591131917548
0.4,1000.0,0.9971585865318804,6e-322,0.0,0.0,9888.591139787715
0.4,2000.0,0.9971587524930319,4.4e-322,0.0,0.0,9888.591120544965
0.4,4000.0,0.9458376329327476,1.0403584277510805,0.0,9457.80389360714,0.0
0.5,1000.0,0.9971586500628558,5.34e-322,0.0,0.0,9888.591132421463
0.5,2000.0,0.9971586543906892,5.9e-322,0.0,0.0,9888.59113191965
0.5,4000.0,0.9458379065024064,1.0403584277875824,0.0,9457.803885647347,0.0
0.6,1000.0,0.997158744657898,5.93e-322,0.0,0.0,9888.59112145342
0.6,2000.0,0.9458377199135438,1.0403584277626885,0.0,9457.803891076364,0.0
0.6,4000.0,0.9458377960097958,1.04035842777284,0.0,9457.803888862252,0.0
0.7000000000000001,1000.0,0.9971585520397092,4.35e-322,0.0,0.0,9888.591143786984
0.7000000000000001,2000.0,0.9458377971160041,1.040358427772989,0.0,9457.803888830069,0.0
0.7000000000000001,4000.0,0.945837794796018,1.0403584277726785,0.0,9457.803888897572,0.0
0.8,1000.0,0.945837805823614,1.0403584277741478,0.0,9457.803888576684,0.0
0.8,2000.0,0.9458377570210376,1.0403584277676363,0.0,9457.803889996658,0.0
0.8,4000.0,0.9458378011887252,1.04035842777353,0.0,9457.803888711547,0.0
0.9,1000.0,0.9458377418681491,1.040358427765616,0.0,9457.80389043755,0.0
0.9,2000.0,0.9458379701918842,1.0403584277960805,0.0,9457.803883794235,0.0
0.9,4000.0,0.9458378054415156,1.0403584277740974,0.0,9457.803888587807,0.0
