Tp_initratio,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.1,1000.0,0.6749999997608028,0.0,0.0,0.0,0.0
0.1,2000.0,0.6750000005831157,0.0,0.0,0.0,0.0
0.1,4000.0,0.6749998121697188,0.0,0.0,0.0,0.0
0.2,1000.0,0.675,8.3e-322,0.0,0.0,0.0
0.2,2000.0,0.675,6.7e-322,0.0,0.0,0.0
0.2,4000.0,0.675,7.5e-322,0.0,0.0,0.0
0.30000000000000004,1000.0,0.675,7.9e-322,0.0,0.0,0.0
0.30000000000000004,2000.0,0.675,7.3e-322,0.0,0.0,0.0
0.30000000000000004,4000.0,0.675,8.3e-322,0.0,0.0,0.0
0.4,1000.0,0.675,6.3e-322,0.0,0.0,0.0
0.4,2000.0,0.675,8.9e-322,0.0,0.0,0.0
0.4,4000.0,0.675,6.7e-322,0.0,0.0,0.0
0.5,1000.0,0.675,6.5e-322,0.0,0.0,0.0
0.5,2000.0,0.675,6.3e-322,0.0,0.0,0.0
0.5,4000.0,0.675,8.9e-322,0.0,0.0,0.0
0.6,1000.0,0.675,7.5e-322,0.0,0.0,0.0
0.6,2000.0,0.675,6.3e-322,0.0,0.0,0.0
0.6,4000.0,0.675,8.9e-322,0.0,0.0,0.0
0.7000000000000001,1000.0,0.675,8.1e-322,0.0,0.0,0.0
0.7000000000000001,2000.0,0.675,8.9e-322,0.0,0.0,0.0
0.7000000000000001,4000.0,0.675,6.3e-322,0.0,0.0,0.0
0.8,1000.0,0.675,7.9e-322,0.0,0.0,0.0
0.8,2000.0,0.675,7.1e-322,0.0,0.0,0.0
0.8,4000.0,0.675,7.3e-322,0.0,0.0,0.0
0.9,1000.0,0.675,9.1e-322,0.0,0.0,0.0
0.9,2000.0,0.675,8.5e-322,0.0,0.0,0.0
0.9,4000.0,0.675,8.5e-322,0.0,0.0,0.0
