Tp_initratio,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.1,1000.0,0.9971586525754867,5.9e-322,0.0,0.0,9888.591132130152
0.1,2000.0,0.9971587444952912,6.13e-322,0.0,0.0,9888.591121472284
0.1,4000.0,0.9971586530878636,5.9e-322,0.0,0.0,9888.591132070722
0.2,1000.0,0.9971585618537931,5.83e-322,0.0,0.0,9888.591142649058
0.2,2000.0,0.9458377961969322,1.040358427772864,0.0,9457.803888856792,0.0
0.2,4000.0,0.9458377962042924,1.0403584277728668,0.0,9457.803888856595,0.0
0.30000000000000004,1000.0,0.9458379604722648,1.0403584277947833,0.0,9457.803884077024,0.0
0.30000000000000004,2000.0,0.94583771908802,1.040358427762578,0.0,9457.80389110038,0.0
0.30000000000000004,4000.0,0.945837951783468,1.0403584277936242,0.0,9457.803884329844,0.0
0.4,1000.0,0.9458377984024868,1.0403584277731583,0.0,9457.803888792616,0.0
0.4,2000.0,0.9458376225295434,1.0403584277496936,0.0,9457.803893909851,0.0
0.4,4000.0,0.9458377986655104,1.0403584277731937,0.0,9457.803888784969,0.0
0.5,1000.0,0.9458377984210232,1.0403584277731592,0.0,9457.803888792076,0.0
0.5,2000.0,0.945837687527752,1.040358427758365,0.0,9457.80389201864,0.0
0.5,4000.0,0.945837984698904,1.0403584277980156,0.0,9457.80388337213,0.0
0.6,1000.0,0.9458377337274128,1.0403584277645317,0.0,9457.803890674433,0.0
0.6,2000.0,0.9458377958590312,1.0403584277728188,0.0,9457.803888866623,0.0
0.6,4000.0,0.9458377951580044,1.0403584277727265,0.0,9457.803888887027,0.0
0.7000000000000001,1000.0,0.9458378341514908,1.040358427777928,0.0,9457.80388775246,0.0
0.7000000000000001,2000.0,0.9458377363862422,1.0403584277648843,0.0,9457.803890597055,0.0
0.7000000000000001,4000.0,0.9458377879277818,1.0403584277717624,0.0,9457.803889097402,0.0
0.8,1000.0,0.9458377969032166,1.0403584277729598,0.0,9457.803888836263,0.0
0.8,2000.0,0.94583779755265,1.0403584277730462,0.0,9457.803888817365,0.0
0.8,4000.0,0.9458377969473069,1.0403584277729656,0.0,9457.803888834967,0.0
0.9,1000.0,0.9458376852215294,1.0403584277580584,0.0,9457.803892085753,0.0
0.9,2000.0,0.9458377200795584,1.0403584277627085,0.0,9457.803891071517,0.0
0.9,4000.0,0.9458377115982683,1.0403584277615772,0.0,9457.803891318292,0.0
