Tp_initratio,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.1,1000.0,0.6595686739122398,5.93e-322,0.0,0.0,1483.790438004093
0.1,2000.0,0.6595685254271232,3.2e-322,0.0,0.0,1483.7904552205555
0.1,4000.0,0.659568578760104,6.1e-322,0.0,0.0,1483.7904490367168
0.2,1000.0,0.6595685121441732,5.9e-322,0.0,0.0,1483.790456760658
0.2,2000.0,0.6595684482759394,5.9e-322,0.0,0.0,1483.7904641660107
0.2,4000.0,0.6595686739561843,6e-322,0.0,0.0,1483.7904379989982
0.30000000000000004,1000.0,0.6595685186232305,3.46e-322,0.0,0.0,1483.7904560094364
0.30000000000000004,2000.0,0.6595685416891188,6e-322,0.0,0.0,1483.7904533350213
0.30000000000000004,4000.0,0.6595686170469142,5.93e-322,0.0,0.0,1483.7904445974923
0.4,1000.0,0.6595685803413818,5.8e-322,0.0,0.0,1483.79044885339
0.4,2000.0,0.6595686399912245,6.03e-322,0.0,0.0,1483.7904419371466
0.4,4000.0,0.6595684483609496,6.13e-322,0.0,0.0,1483.7904641561547
0.5,1000.0,0.659568645576454,6e-322,0.0,0.0,1483.7904412895475
0.5,2000.0,0.6595684678491864,3.66e-322,0.0,0.0,1483.79046189654
0.5,4000.0,0.6595685677869938,6.1e-322,0.0,0.0,1483.7904503090222
0.6,1000.0,0.6595687439829818,6.13e-322,0.0,0.0,1483.7904298795936
0.6,2000.0,0.6595686455842911,5.7e-322,0.0,0.0,1483.7904412886387
0.6,4000.0,0.6595685415619305,5.93e-322,0.0,0.0,1483.7904533497724
0.7000000000000001,1000.0,0.6595685803406062,5.9e-322,0.0,0.0,1483.7904488534823
0.7000000000000001,2000.0,0.6595685790405106,6e-322,0.0,0.0,1483.7904490042224
0.7000000000000001,4000.0,0.675,8.9e-322,0.0,0.0,0.0
0.8,1000.0,0.6595684846785509,6.03e-322,0.0,0.0,1483.7904599452315
0.8,2000.0,0.6595684483472278,6e-322,0.0,0.0,1483.7904641577454
0.8,4000.0,0.675,8.9e-322,0.0,0.0,0.0
0.9,1000.0,0.6595685187150377,6.13e-322,0.0,0.0,1483.7904559987924
0.9,2000.0,0.675,7.7e-322,0.0,0.0,0.0
0.9,4000.0,0.675,8.5e-322,0.0,0.0,0.0
