Tp_initratio,Totcell,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.1,1000.0,0.99675856282135,4.94e-322,0.0,0.0,9927.051535485185
0.1,2000.0,0.9967586646852886,6.13e-322,0.0,0.0,9927.051530764284
0.1,4000.0,0.9967587043072615,3.4e-322,0.0,0.0,9927.051528927996
0.2,1000.0,0.9967584166576856,5.4e-322,0.0,0.0,9927.051542259167
0.2,2000.0,0.9967589118948804,5.6e-322,0.0,0.0,9927.05151930733
0.2,4000.0,0.9967586644333449,6e-322,0.0,0.0,9927.051530775954
0.30000000000000004,1000.0,0.996758663457602,5.8e-322,0.0,0.0,9927.05153082118
0.30000000000000004,2000.0,0.9967585926956691,5.83e-322,0.0,0.0,9927.051534100661
0.30000000000000004,4000.0,0.9967586645242528,5.6e-322,0.0,0.0,9927.051530771754
0.4,1000.0,0.996758747000241,5.24e-322,0.0,0.0,9927.051526949375
0.4,2000.0,0.99675866484887,5.83e-322,0.0,0.0,9927.05153075671
0.4,4000.0,0.9967584570666456,6.03e-322,0.0,0.0,9927.051540386397
0.5,1000.0,0.9967586543973244,3.8e-322,0.0,0.0,9927.05153124107
0.5,2000.0,0.9967585983660155,5e-322,0.0,0.0,9927.051533837865
0.5,4000.0,0.9967584423711764,3.5e-322,0.0,0.0,9927.051541067456
0.6,1000.0,0.9967586549382074,5.7e-322,0.0,0.0,9927.051531216
0.6,2000.0,0.9967586663585282,3.6e-322,0.0,0.0,9927.051530686726
0.6,4000.0,0.9967586635699706,3.46e-322,0.0,0.0,9927.05153081596
0.7000000000000001,1000.0,0.9967586634593614,5.93e-322,0.0,0.0,9927.051530821094
0.7000000000000001,2000.0,0.9967585213093464,3.75e-322,0.0,0.0,9927.05153740907
0.7000000000000001,4000.0,0.9523556397359134,0.907557432930074,0.0,8250.976889416364,1264.7631355902747
0.8,1000.0,0.9967586664099252,5.9e-322,0.0,0.0,9927.051530684348
0.8,2000.0,0.9518075333940428,0.9187323593477604,0.0,8352.536541788148,1158.2950504484354
0.8,4000.0,0.9488966575211784,0.9780590854127954,0.0,8891.685220097943,593.1865580170116
0.9,1000.0,0.9502116605657158,0.9512569197370416,0.0,8648.117710324663,848.4609394026344
0.9,2000.0,0.9478996306179901,0.9983631355568728,0.0,9076.194852088991,399.83253574615196
0.9,4000.0,0.9470281179694084,1.0161182280368306,0.0,9237.537153332943,230.77386278188717
