r_Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.00201,0.8060615285671354,0.0,0.0,0.0,260.4603960097482
0.00206,0.7946729135469285,0.0,0.0,0.0,296.1305806171212
0.00218,0.7699392810934081,0.0,0.0,0.0,373.5309079518412
