r_Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.00201,0.814412062163673,0.0,0.0,0.0,234.80441143947064
0.00206,0.8048645381728388,0.0,0.0,0.0,265.46818224087724
0.00218,0.7832813571637999,0.0,0.0,0.0,330.8419931849768
