r_Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.00201,0.8402070230789559,0.0,0.0,0.0,144.39997975753127
0.00206,0.83377403244561,0.0,0.0,0.0,165.18632550764255
0.00218,0.8195437334009322,0.0,0.0,0.0,211.18231537169254
