o2-efficiency,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
Caseo2-Null_test-HE,0.9470307976924254,0.8809180355275424,1167.1088245931876,8070.522369849566,230.36877564092492
Caseo2-HE_test-HE,0.9384041370072734,0.9303267184928212,1242.5821228677405,8523.712402347897,231.2571496059096
Caseo2-LE_test-HE,0.9517472280122484,0.8509399512774197,1126.568884536748,7795.848605012169,270.90300533065965
