u_lim_o2Tpro,u_lim_o2Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.1,0.1,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.1,0.30000000000000004,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.1,0.5000000000000001,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.1,0.7000000000000001,0.9964229611556984,4.984692084215687e-34,0.0,-2.1014470783862714e-54,9959.330658105937
0.1,0.9000000000000001,0.9964229611556984,1.6020353944492415e-34,0.0,4.6117923384677324e-61,9959.33065810594
0.30000000000000004,0.1,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.30000000000000004,0.30000000000000004,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.30000000000000004,0.5000000000000001,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.30000000000000004,0.7000000000000001,0.9964229611556984,4.984692084215687e-34,0.0,-2.1014470783862714e-54,9959.330658105937
0.30000000000000004,0.9000000000000001,0.9964229611556984,1.6020353944492415e-34,0.0,4.6117923384677324e-61,9959.33065810594
0.5000000000000001,0.1,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.5000000000000001,0.30000000000000004,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.5000000000000001,0.5000000000000001,0.9964229611556956,-3.534381129695661e-29,0.0,-4.416762182745616e-60,9959.330658106186
0.5000000000000001,0.7000000000000001,0.9964229611556984,4.984692084215687e-34,0.0,-2.1014470783862714e-54,9959.330658105937
0.5000000000000001,0.9000000000000001,0.9964229611556984,1.6020353944492415e-34,0.0,4.6117923384677324e-61,9959.33065810594
0.7000000000000001,0.1,0.9964229611556984,-4.636874498743515e-35,0.0,-7.466550693272514e-70,9959.33065810594
0.7000000000000001,0.30000000000000004,0.9964229611556984,-4.636874498743515e-35,0.0,-7.466550693272514e-70,9959.33065810594
0.7000000000000001,0.5000000000000001,0.9964229611556984,-4.636874498743515e-35,0.0,-7.466550693272514e-70,9959.33065810594
0.7000000000000001,0.7000000000000001,0.9964229611625136,7.839014001070318e-27,0.0,3.605952429903945e-51,9959.330657453726
0.7000000000000001,0.9000000000000001,0.9964229611556156,-3.2873224049777832e-28,0.0,1.0986980571831041e-68,9959.33065811382
0.9000000000000001,0.1,0.9964229611556982,9.026075145976563e-37,0.0,4.254902311262853e-71,9959.330658105937
0.9000000000000001,0.30000000000000004,0.9964229611556982,9.026075145976563e-37,0.0,4.254902311262853e-71,9959.330658105937
0.9000000000000001,0.5000000000000001,0.9964229611556982,9.026075145976563e-37,0.0,4.254902311262853e-71,9959.330658105937
0.9000000000000001,0.7000000000000001,0.9964229611556982,-2.0377833995390176e-29,0.0,-5.419729158123521e-36,9959.33065810594
0.9000000000000001,0.9000000000000001,0.9964229611556982,-5.245946922064401e-32,0.0,4.214100538553189e-68,9959.330658105946
