l_lim_testTpro,u_lim_testTpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.1,0.9462066130630952,1.0403715840965655,0.0,9457.910942729664,0.0
0.0,0.30000000000000004,0.9456715831385866,1.0403716766459008,0.0,9457.928601735517,0.0
0.0,0.5000000000000001,0.9451855135461654,1.0403714903286827,0.0,9457.941291565523,0.0
0.0,0.7000000000000001,0.9439924345810778,1.0403711053857714,0.0,9457.97312338347,0.0
0.0,0.9000000000000001,0.946130280847486,1.0403714418076195,0.0,9457.911238190009,0.0
0.2,0.30000000000000004,1.0979635592930594,1.1433691756272478e-05,0.0,0.10394265232974978,0.0
0.2,0.5,1.0979635592930594,1.1433691756272478e-05,0.0,0.10394265232974978,0.0
0.2,0.7,1.0979635592930594,1.1433691756272478e-05,0.0,0.10394265232974978,0.0
0.2,0.8999999999999999,1.0979635592930594,1.1433691756272478e-05,0.0,0.10394265232974978,0.0
0.4,0.5,1.0979635592930594,1.1433691756272478e-05,0.0,0.10394265232974978,0.0
0.4,0.7,1.0979635592930594,1.1433691756272478e-05,0.0,0.10394265232974978,0.0
0.4,0.8999999999999999,1.0979635592930594,1.1433691756272478e-05,0.0,0.10394265232974978,0.0
0.6000000000000001,0.7000000000000001,1.0979635592930594,1.1433691756272478e-05,0.0,0.10394265232974978,0.0
0.6000000000000001,0.9000000000000001,1.0979635592930594,1.1433691756272478e-05,0.0,0.10394265232974978,0.0
0.8,0.9,1.0979635592930594,1.1433691756272478e-05,0.0,0.10394265232974978,0.0
