t,Tpos,Tpro,Tneg,o2,test
0.0,2240.0,440.0,1319.9999999999998,0.5,0.0
60.0,3.9388520020995976,12.220487719364645,1351.3849258496377,1.0841918404891635,0.0006422861469156567
120.0,0.0,4.320755764464368,1384.1263848857657,1.085560792553746,0.000677419901742465
180.0,0.0,1.4044219076010003,1417.5564198761958,1.0852872257079118,0.0005933199438913699
240.0,0.0,0.0,1451.6646128041298,1.0849545104639167,0.0004846442995094884
300.0,0.0,0.0,1486.4539112015655,1.0846018698651911,0.0003812353600398321
360.0,0.0,0.0,1521.9277947871756,1.0842338414390484,0.0002998909115050012
420.0,0.0,0.0,1558.0925768239224,1.0838589241297363,0.0002359029987839407
480.0,0.0,0.0,1594.9542753546248,1.0834767737508202,0.00018556823666765124
540.0,0.0,0.0,1632.5185945078176,1.0830873258907614,0.00014597343826750574
600.0,0.0,0.0,1670.7909054640809,1.0826905240284719,0.00011482700785605682
660.0,0.0,0.0,1709.7762271919614,1.0822863153437825,9.0326310394427e-05
720.0,0.0,0.0,1749.4792069926066,1.0818746508491937,7.105334101839625e-05
780.0,0.0,0.0,1789.9041008945292,1.0814554855924075,5.589265588315336e-05
840.0,0.0,0.0,1831.0547539428549,1.0810287788611481,4.3966814319802614e-05
900.0,0.0,0.0,1872.9345804305437,1.0805944943886814,3.458559583238264e-05
960.0,0.0,0.0,1915.5465441221695,1.0801526005594992,2.7206052748678337e-05
1020.0,0.0,0.0,1958.893138523914,1.0797030706146313,2.140108649177231e-05
1080.0,0.0,0.0,2002.9763672563802,1.0792458828559648,1.6834728769077307e-05
1140.0,0.0,0.0,2047.797724589736,1.0787810208490058,1.324269703901328e-05
1200.0,0.0,0.0,2093.3581762034946,1.0783084736233932,1.0417098875186964e-05
1260.0,0.0,0.0,2139.6581402359107,1.0778282358705251,8.19439997282904e-06
1320.0,0.0,0.0,2186.697468690595,1.077340308137583,6.445959430777551e-06
1380.0,0.0,0.0,2234.4754292704733,1.0768446970172363,5.070584527126851e-06
1440.0,0.0,0.0,2282.990687711649,1.0763414153322655,3.988674087600218e-06
1500.0,0.0,0.0,2332.241290692234,1.0758304823143408,3.137611487529459e-06
1560.0,0.0,0.0,2382.224649425196,1.0753119237758935,2.4681402550905467e-06
1620.0,0.0,0.0,2432.9375238813304,1.0747857722752243,1.941514474926733e-06
1680.0,0.0,0.0,2484.376007969084,1.0742520672724216,1.5272551362817635e-06
