p_o2,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0001,-0.2294839519300527,0.0,0.0,0.0,743.1781701444589
0.0001623776739188721,-0.2288174086093613,0.0,0.0,0.0,743.1781701444589
0.00026366508987303583,-0.22789860533763195,0.0,0.0,0.0,743.1781701444589
0.00042813323987193956,-0.2261079978326936,0.0,0.0,0.0,743.1781701444589
0.0006951927961775605,-0.22337848319337314,0.0,0.0,0.0,743.1781701444589
0.0011288378916846883,-0.21917918817235754,0.0,0.0,0.0,743.1781701444589
0.0018329807108324356,-0.2115496305237886,0.0,0.0,0.0,743.1781701444589
0.002976351441631319,-0.2004891554774894,0.0,0.0,0.0,743.1781701444589
0.004832930238571752,-0.1821332462689093,0.0,0.0,0.0,743.1781701444589
0.007847599703514606,-0.15171315274333388,0.0,0.0,0.0,743.1781701444589
0.012742749857031334,-0.10284394916824488,0.0,0.0,0.0,743.1781701444589
0.0206913808111479,-0.023461158445490182,0.0,0.0,0.0,743.1781701444589
0.03359818286283781,0.08591145145151699,0.0,0.0,0.0,806.960460154903
0.05455594781168514,0.25612264436703863,0.0,0.0,0.0,933.5505118986616
0.08858667904100823,0.5334865480807656,0.0,0.0,0.0,1139.1016670491535
0.14384498882876628,0.9820647058855608,0.0,0.0,0.0,1472.7998048876984
0.23357214690901212,1.877624194985504,0.0,0.0,0.0,1486.356340288918
0.3792690190732246,3.3312114410056983,0.0,0.0,0.0,1486.356340288918
0.615848211066026,5.6947565916560725,0.0,0.0,0.0,1486.356340288918
1.0,9.530422988528098,0.0,0.0,0.0,1486.356340288918
