p_o2,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.1,0.9063113087399388,0.0,0.0,0.0,9024.763501081945
0.10526315789473685,0.9541442501878268,0.0,0.0,0.0,9499.670966186011
0.1105263157894737,1.0022085494030988,0.0,0.0,0.0,9959.230819596369
0.11578947368421053,1.0534216702842594,0.0,0.0,0.0,9959.330658105886
0.12105263157894737,1.106151081064645,0.0,0.0,0.0,9959.330658105886
0.12631578947368421,1.1590451742066097,0.0,0.0,0.0,9959.330658105886
0.13157894736842107,1.211876426183797,0.0,0.0,0.0,9959.330658105886
0.1368421052631579,1.2658468615398315,0.0,0.0,0.0,9959.330658105886
0.14210526315789473,1.3175970939118262,0.0,0.0,0.0,9959.330658105886
0.1473684210526316,1.3700158227564565,0.0,0.0,0.0,9959.330658105886
0.15263157894736842,1.4225381998749516,0.0,0.0,0.0,9959.330658105886
0.15789473684210525,1.4773752409199294,0.0,0.0,0.0,9959.330658105886
0.1631578947368421,1.52912829562092,0.0,0.0,0.0,9959.330658105886
0.16842105263157897,1.581278882695245,0.0,0.0,0.0,9959.330658105886
0.17368421052631577,1.6339265410295487,0.0,0.0,0.0,9959.330658105886
0.17894736842105263,1.6867972536820703,0.0,0.0,0.0,9959.330658105886
0.1842105263157895,1.7404483710604497,0.0,0.0,0.0,9959.330658105886
0.18947368421052632,1.7920538239159542,0.0,0.0,0.0,9959.330658105886
0.19473684210526315,1.8465451989528143,0.0,0.0,0.0,9959.330658105886
0.2,1.899193914967326,0.0,0.0,0.0,9959.330658105886
