mu_testTpos,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
1e-11,0.9100648828066212,0.6440563918064991,5853.544677573148,5855.17383220481,0.0
1.6237767391887243e-11,0.9100831436200796,0.6440037839825689,5853.1493865062685,5854.77844718234,0.0
2.6366508987303556e-11,0.9101124240720088,0.6439183605918357,5852.507506358498,5854.13641326599,0.0
4.2813323987193956e-11,0.9101590777155588,0.6437796520054687,5851.465192990064,5853.093847311538,0.0
6.95192796177559e-11,0.9102320316517328,0.6435544200028862,5849.772604261993,5851.400839365249,0.0
1.1288378916846884e-10,0.9103441509066144,0.6431886930083941,5847.023919601405,5848.651453412806,0.0
1.8329807108324374e-10,0.9105124729676568,0.6425948568538828,5842.560094284356,5844.186405156895,0.0
2.976351441631313e-10,0.9107291825044684,0.6416305322215213,5835.309297983103,5836.93354484773,0.0
4.832930238571753e-10,0.910962793399226,0.6400647138284138,5823.530602667691,5825.151054822692,0.0
7.847599703514623e-10,0.9110523006477188,0.6375221518693814,5804.389634020371,5806.0030049425595,0.0
1.2742749857031322e-09,0.9108048379450424,0.6333935946940105,5773.2613598682265,5774.861979762353,0.0
2.06913808111479e-09,0.9128257732904946,0.6266898832437612,5722.514890310896,5724.10254068636,0.0
3.359818286283788e-09,0.9172417003717344,0.6158047170687981,5639.700143963343,5641.269662007712,0.0
5.455594781168515e-09,0.9216109273907784,0.5981294261947382,5504.237889802617,5505.769267816885,0.0
8.858667904100832e-09,0.9270023228730212,0.5694288069180826,5281.512051950995,5282.975181410667,0.0
1.438449888287663e-08,0.9394067327081492,0.5228262164711193,4912.202017905945,4913.562795316971,0.0
2.3357214690901214e-08,0.96093679642643,0.4469853725025536,4290.0258466734085,4291.214905495771,0.0
3.792690190732246e-08,0.9968977197570146,0.3225578307611904,3209.4012378575194,3209.364273640152,0.0
6.158482110660254e-08,1.098814602456232,0.00017764536524902957,1.895546465657788,1.8802689783842903,0.0
1e-07,1.099176544478009,5.62750022655261e-05,0.6822701810979925,0.6666523344815991,0.0
