po2,r_Tneg,o2_eq,Tneg_eq
1000.0,0.000462,10005.844554844783,1000.2926441790672
1000.0,0.0005217777777777778,10005.848569067588,885.6935295801616
1000.0,0.0005815555555555554,10005.851757941164,794.6535757041735
1000.0,0.0006413333333333334,10005.8543522488,720.5850338707295
1000.0,0.0007011111111111111,10005.856504121257,659.1468804631804
1000.0,0.0007608888888888889,10005.85831837231,607.3622686782693
1000.0,0.0008206666666666668,10005.859867734023,563.1216918586229
1000.0,0.0008804444444444445,10005.861207101065,524.8885431859168
1000.0,0.0009402222222222225,10005.862375776722,491.5169955477598
1000.0,0.001,10005.863405094044,462.135201825638
