delta_Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.00162,0.7770199678963001,0.0,0.0,0.0,344.8336522010777
0.00174,0.804892842925231,0.0,0.0,0.0,263.15126049377534
0.00179,0.8150853223399674,0.0,0.0,0.0,227.53234910178932
