delta_Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.00162,0.8164001266156614,0.0,0.0,0.0,221.3346152810719
0.00174,0.8342658917023259,0.0,0.0,0.0,163.59807593645633
0.00179,0.8417120405734766,0.0,0.0,0.0,139.54057508380095
