delta_Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.00162,0.7652642145050513,0.0,0.0,0.0,390.33638786296615
0.00174,0.7954666524723921,0.0,0.0,0.0,293.4205278864321
0.00179,0.8090580201295375,0.0,0.0,0.0,252.0579079556733
