rho_Tpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
3162.2776601683795,0.8848708066316809,6.670758509961182e-06,0.0,0.10588506286788814,0.0
4281.332398719395,0.8848715222746352,6.715167429828666e-06,0.0,0.10658996894242538,0.0
5796.393953384967,0.8848723337842666,6.776242810633525e-06,0.0,0.10755942297796113,0.0
7847.599703514615,0.8848732207229553,6.8607184568807e-06,0.0,0.10890031114377104,0.0
10624.678308940409,0.884874153759888,6.978510207053098e-06,0.0,0.11077002826270477,0.0
14384.498882876629,0.8848750946710446,7.1445965981685595e-06,0.0,0.11340632973184775,0.0
19474.830399087572,0.8848759916721506,7.382444946962886e-06,0.0,0.11718171394771135,0.0
26366.508987303554,0.8848644578236029,7.730926169170662e-06,0.0,0.12271318251367623,0.0
35696.98846826063,0.8848648403256241,8.258668922877895e-06,0.0,0.13109008169802688,0.0
48329.30238571752,0.8848646769486274,9.099753174090502e-06,0.0,0.14444067272229447,0.0
65431.89129712969,0.8848633724559972,1.0554924085331776e-05,0.0,0.16753870413638602,0.0
88586.67904100832,0.8848720294511184,1.347149833608202e-05,0.0,0.2138336846921389,0.0
119935.39462092356,0.8848365794085118,2.152120875710341e-05,0.0,0.3416072789864375,0.0
162377.67391887208,0.8846244703597111,0.00011134822588336536,0.0,1.7674348983409645,0.0
219839.26488622892,0.6948930142415619,0.024830764385445167,0.0,394.1383254665088,0.0
297635.14416313195,0.5130857592068404,0.048351990608922944,0.0,767.4914220291315,0.0
402961.1320200396,0.37905917724539695,0.06573198463381451,0.0,1043.3635819916462,0.0
545559.4781168514,0.27993804233815683,0.07857033031036936,0.0,1247.1474543868655,0.0
738619.9822079359,0.2070461927878361,0.08805335901265793,0.0,1397.6658461923205,0.0
1000000.0,0.15262197069522096,0.09505783241194356,0.0,1508.8565686413629,0.0
