l_lim_o2Tpro,u_lim_o2Tpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.1,0.9375081698408372,1.0999325806451503,0.0,9999.3870967741,0.0
0.0,0.30000000000000004,0.9375081698408372,1.0999325806451503,0.0,9999.3870967741,0.0
0.0,0.5000000000000001,0.9375081698408372,1.0999325806451503,0.0,9999.3870967741,0.0
0.0,0.7000000000000001,0.937797611883557,1.0999325806451503,0.0,9999.3870967741,0.0
0.0,0.9000000000000001,0.9377971886242412,1.0999325806451503,0.0,9999.3870967741,0.0
0.2,0.30000000000000004,0.9375081698408372,1.0999325806451503,0.0,9999.3870967741,0.0
0.2,0.5,0.9375081698408372,1.0999325806451503,0.0,9999.3870967741,0.0
0.2,0.7,0.9365636143934728,1.0999325806451503,0.0,9999.3870967741,0.0
0.2,0.8999999999999999,0.9378028027697136,1.0999325806451503,0.0,9999.3870967741,0.0
0.4,0.5,0.9375081698408372,1.0999325806451503,0.0,9999.3870967741,0.0
0.4,0.7,0.9378998115206096,1.0999325806451503,0.0,9999.3870967741,0.0
0.4,0.8999999999999999,0.9378634514542038,1.0999325806451503,0.0,9999.3870967741,0.0
0.6000000000000001,0.7000000000000001,0.9376860314883017,1.0999325806451503,0.0,9999.3870967741,0.0
0.6000000000000001,0.9000000000000001,0.9376247078305956,1.0999325806451503,0.0,9999.3870967741,0.0
0.8,0.9,0.9380885351683312,1.0999325806451503,0.0,9999.3870967741,0.0
