l_lim_o2Tpro,u_lim_o2Tpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.1,0.7847444068796264,623.9542825953379,0.0,207.98924731182652,0.0
0.0,0.30000000000000004,0.7847444068796264,623.9542825953379,0.0,207.98924731182652,0.0
0.0,0.5000000000000001,0.7847444068796264,623.9542825953379,0.0,207.98924731182652,0.0
0.0,0.7000000000000001,0.7847440061176802,623.9542516537094,0.0,207.98924731182652,0.0
0.0,0.9000000000000001,0.7965323085847201,552.8213244260121,0.0,184.08990003150865,0.0
0.2,0.30000000000000004,0.7847444068796264,623.9542825953379,0.0,207.98924731182652,0.0
0.2,0.5,0.7847444068796264,623.9542825953379,0.0,207.98924731182652,0.0
0.2,0.7,0.7847437206834813,623.954229571051,0.0,207.98924731182652,0.0
0.2,0.8999999999999999,0.7994323373067059,534.8763228759501,0.0,178.12276274341355,0.0
0.4,0.5,0.7847444068796264,623.9542825953379,0.0,207.98924731182652,0.0
0.4,0.7,0.7847419872881279,623.9540951065487,0.0,207.98924731182652,0.0
0.4,0.8999999999999999,0.8042623980249195,504.99837812424494,0.0,168.18436620390247,0.0
0.6000000000000001,0.7000000000000001,0.7857723402996147,624.0281209065372,0.0,207.98924731182652,0.0
0.6000000000000001,0.9000000000000001,0.8139100868725848,444.369790392161,0.0,148.33315458315454,0.0
0.8,0.9,0.8427540757381259,266.97581381221505,0.0,88.9833832548848,0.0
