po2,r_Tneg,o2_eq,Tneg_eq
1000.0,0.001,10005.87962628557,6.331286531325016e-286
1000.0,0.0027825594022071257,10005.880603484653,9.5e-322
1000.0,0.007742636826811269,10005.888341489852,5e-322
1000.0,0.021544346900318832,10005.857755005185,3.2e-322
1000.0,0.05994842503189409,9983.99127551879,-5e-324
1000.0,0.1668100537200059,10000.000000000058,8.709617810653082e-07
1000.0,0.46415888336127775,10000.0,-1.0355374333713964e-07
1000.0,1.2915496650148828,10000.0,1.974921501754827e-07
1000.0,3.593813663804626,10000.0,-3.5417287036197184e-07
1000.0,10.0,9999.999999999987,-1.0811681100316073e-06
2154.4346900318847,0.001,21569.23561256132,9.743107147265403e-108
2154.4346900318847,0.0027825594022071257,21569.204702509283,3.335e-321
2154.4346900318847,0.007742636826811269,21569.17975959248,3.95e-322
2154.4346900318847,0.021544346900318832,21545.624640092552,2.5e-322
2154.4346900318847,0.05994842503189409,21530.225207757056,1.6e-322
2154.4346900318847,0.1668100537200059,21539.999999999676,-5.098132441952144e-07
2154.4346900318847,0.46415888336127775,21540.00000000001,4.923656577165585e-07
2154.4346900318847,1.2915496650148828,21540.000000000007,1.8405138459048412e-06
2154.4346900318847,3.593813663804626,21540.0,-6.061628301578356e-07
2154.4346900318847,10.0,21539.99999999998,6.779002469068781e-07
4641.588833612777,0.001,28538.383793142577,510713192.9254453
4641.588833612777,0.0027825594022071257,40514.895449217096,168167613.68355516
4641.588833612777,0.007742636826811269,44791.19209336801,45066069.61267392
4641.588833612777,0.021544346900318832,46418.532576518184,727732.9678894579
4641.588833612777,0.05994842503189409,46379.745519337615,2.58e-321
4641.588833612777,0.1668100537200059,46393.34269095571,9.2e-322
4641.588833612777,0.46415888336127775,46346.284873044715,4.5e-322
4641.588833612777,1.2915496650148828,46409.21533082066,5.4e-323
4641.588833612777,3.593813663804626,46454.06877162222,-1.3487468339733762e-06
4641.588833612777,10.0,46409.99999999999,-5.264037090515737e-07
10000.0,0.001,28503.94199007544,2041872434.403154
10000.0,0.0027825594022071257,40567.143007645136,1699257063.768249
10000.0,0.007742636826811269,44854.62112530466,1576130548.4306848
10000.0,0.021544346900318832,46337.73362016748,1531976405.846647
10000.0,0.05994842503189409,46949.05054480692,1516203450.2751427
10000.0,0.1668100537200059,47236.11481917083,1505140688.300444
10000.0,0.46415888336127775,47208.66480396236,1506160956.8633065
10000.0,1.2915496650148828,47149.06244405517,1512865042.051481
10000.0,3.593813663804626,47193.69292276629,1511299633.2798743
10000.0,10.0,5.1499449263456346e+275,-1.47754201893226e+280
21544.346900318822,0.001,28496.751613764165,5340195220.569989
21544.346900318822,0.0027825594022071257,40478.10879444375,4997778811.782064
21544.346900318822,0.007742636826811269,44816.330506850296,4874818877.540877
21544.346900318822,0.021544346900318832,46354.23232599278,4833811821.936786
21544.346900318822,0.05994842503189409,46922.25134024987,4810897297.879805
21544.346900318822,0.1668100537200059,47134.29428397533,4811459236.586929
21544.346900318822,0.46415888336127775,47316.442822582336,4783434285.888602
21544.346900318822,1.2915496650148828,47682.57516401145,4782346209.665351
21544.346900318822,3.593813663804626,47196.90941039379,4815140499.031504
21544.346900318822,10.0,47517.26213393665,4801766764.943014
46415.888336127726,0.001,28482.696645752887,12446325415.70366
46415.888336127726,0.0027825594022071257,40526.987153134534,12103381052.746395
46415.888336127726,0.007742636826811269,44836.135413464726,11980184402.374128
46415.888336127726,0.021544346900318832,46342.811081391286,11938590855.82957
46415.888336127726,0.05994842503189409,46821.58239576278,11920837929.273994
46415.888336127726,0.1668100537200059,47817.650262328505,11907819731.991323
46415.888336127726,0.46415888336127775,47021.049985368714,11913934737.571764
46415.888336127726,1.2915496650148828,47960.75450512987,11879726608.34601
46415.888336127726,3.593813663804626,48328.66213636083,11492271551.939129
46415.888336127726,10.0,3.471572803051649e+187,-9.95831701422734e+191
100000.0,0.001,28577.667889269098,27755656051.866104
100000.0,0.0027825594022071257,40520.110428930944,27412230172.001057
100000.0,0.007742636826811269,44823.04788196818,27292065075.461998
100000.0,0.021544346900318832,46152.059923870795,27282326397.460884
100000.0,0.05994842503189409,46823.9808272562,27224681054.57969
100000.0,0.1668100537200059,46943.42705949378,27219765336.74533
100000.0,0.46415888336127775,47215.800783988234,27207668177.11829
100000.0,1.2915496650148828,47197.04649115441,27254941264.523205
100000.0,3.593813663804626,64767.32426337228,26844006153.555717
100000.0,10.0,72449.03252272724,26625278021.606403
215443.46900318822,0.001,28550.93217389768,60739441085.7192
215443.46900318822,0.0027825594022071257,40558.152897042564,60396136865.82362
215443.46900318822,0.007742636826811269,44772.46618563792,60228610335.299576
215443.46900318822,0.021544346900318832,45815.227611121074,60311110420.54637
215443.46900318822,0.05994842503189409,46945.631200555006,60218084082.858475
215443.46900318822,0.1668100537200059,48335.915355718986,60206022088.65875
215443.46900318822,0.46415888336127775,47095.963495042546,59942418484.699684
215443.46900318822,1.2915496650148828,56015.13849580076,60163798147.49967
215443.46900318822,3.593813663804626,50936.48491137281,60348302182.52494
215443.46900318822,10.0,64304.64667899045,59929885774.58744
464158.8833612772,0.001,28540.825549220677,131801639059.8831
464158.8833612772,0.0027825594022071257,40380.34684100227,131460239844.7004
464158.8833612772,0.007742636826811269,44372.519691456306,131343132372.58313
464158.8833612772,0.021544346900318832,45967.02691814947,131319535515.08342
464158.8833612772,0.05994842503189409,46614.92644927996,131317572035.2227
464158.8833612772,0.1668100537200059,48336.28960193838,131391409336.01215
464158.8833612772,0.46415888336127775,145667.17312275516,129047049317.85886
464158.8833612772,1.2915496650148828,63495.961209680325,131180324224.50418
464158.8833612772,3.593813663804626,73548.72788258057,130894651800.83446
464158.8833612772,10.0,78516.15401376487,130732775534.45897
1000000.0,0.001,28484.572076325312,284894783603.0521
1000000.0,0.0027825594022071257,40758.023248885,284554094887.8847
1000000.0,0.007742636826811269,44490.64951679697,284494827178.59937
1000000.0,0.021544346900318832,46013.0400826402,284494563786.2357
1000000.0,0.05994842503189409,46951.1071568296,284407399503.7349
1000000.0,0.1668100537200059,110833.77032955816,283830096881.52423
1000000.0,0.46415888336127775,55976.458360000244,284734981053.91705
1000000.0,1.2915496650148828,49986.30149044462,284098412929.5754
