po2,r_Tneg,o2_eq,Tneg_eq
4641.588833612777,0.001,28538.383793142577,510713192.9254453
4641.588833612777,0.0027825594022071252,40514.895449217096,168167613.68355516
4641.588833612777,0.0077426368268112685,44791.19209336801,45066069.61267392
4641.588833612777,0.021544346900318832,46418.53257651818,727732.9678894579
10000.0,0.001,28503.94199007544,2041872434.403154
10000.0,0.0027825594022071252,40567.143007645136,1699257063.768249
10000.0,0.0077426368268112685,44854.62112530466,1576130548.4306848
10000.0,0.021544346900318832,46337.73362016748,1531976405.846647
10000.0,0.059948425031894084,46949.050544806916,1516203450.2751427
10000.0,0.1668100537200059,47236.11481917083,1505140688.300444
10000.0,0.4641588833612778,47208.66480396236,1506160956.8633065
10000.0,1.2915496650148828,47149.06244405517,1512865042.051481
10000.0,3.5938136638046263,47193.69292276629,1511299633.2798743
21544.346900318822,0.001,28496.751613764165,5340195220.569989
21544.346900318822,0.0027825594022071252,40478.10879444375,4997778811.782064
21544.346900318822,0.0077426368268112685,44816.330506850296,4874818877.540877
21544.346900318822,0.021544346900318832,46354.23232599278,4833811821.936786
21544.346900318822,0.059948425031894084,46922.25134024987,4810897297.879805
21544.346900318822,0.1668100537200059,47134.29428397533,4811459236.586929
21544.346900318822,3.5938136638046263,47196.90941039379,4815140499.031504
46415.888336127726,0.001,28482.696645752887,12446325415.70366
46415.888336127726,0.0027825594022071252,40526.98715313453,12103381052.746395
46415.888336127726,0.0077426368268112685,44836.135413464726,11980184402.374128
46415.888336127726,0.021544346900318832,46342.811081391286,11938590855.82957
46415.888336127726,0.059948425031894084,46821.58239576278,11920837929.273994
46415.888336127726,0.4641588833612778,47021.04998536872,11913934737.571764
100000.0,0.001,28577.667889269098,27755656051.866104
100000.0,0.0027825594022071252,40520.110428930944,27412230172.001057
100000.0,0.0077426368268112685,44823.04788196818,27292065075.462
100000.0,0.021544346900318832,46152.0599238708,27282326397.460884
100000.0,0.059948425031894084,46823.9808272562,27224681054.57969
100000.0,0.1668100537200059,46943.42705949378,27219765336.74533
100000.0,0.4641588833612778,47215.80078398824,27207668177.11829
100000.0,1.2915496650148828,47197.04649115441,27254941264.523205
215443.46900318825,0.001,28550.93217389768,60739441085.7192
215443.46900318825,0.0027825594022071252,40558.15289704256,60396136865.82362
215443.46900318825,0.0077426368268112685,44772.46618563792,60228610335.299576
215443.46900318825,0.021544346900318832,45815.227611121074,60311110420.54637
215443.46900318825,0.059948425031894084,46945.631200555006,60218084082.858475
215443.46900318825,0.4641588833612778,47095.963495042546,59942418484.69968
464158.88336127717,0.001,28540.825549220677,131801639059.8831
464158.88336127717,0.0027825594022071252,40380.34684100227,131460239844.7004
464158.88336127717,0.0077426368268112685,44372.519691456306,131343132372.58313
464158.88336127717,0.021544346900318832,45967.02691814947,131319535515.08342
464158.88336127717,0.059948425031894084,46614.92644927996,131317572035.2227
1000000.0,0.001,28484.572076325312,284894783603.0521
1000000.0,0.0027825594022071252,40758.023248885,284554094887.8847
1000000.0,0.0077426368268112685,44490.64951679697,284494827178.59937
1000000.0,0.021544346900318832,46013.0400826402,284494563786.2357
1000000.0,0.059948425031894084,46951.1071568296,284407399503.7349
