l_lim_o2Tpos,l_lim_o2Tpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.0,1.0999980485915464,-7.021478852223415e-07,0.11971831001807196,2.688471673245032e-11,0.0
0.0,0.2,1.0999980485915497,-7.0214788801759e-07,0.11971830989574445,-1.9620817590760122e-13,0.0
0.0,0.4,1.0999980485915497,-7.02147889611965e-07,0.11971830958985268,-4.98698949020943e-12,0.0
0.0,0.6000000000000001,1.099998048591549,-7.021478863708621e-07,0.11971830982869865,-2.283583690741565e-13,0.0
0.0,0.8,1.0999980485915493,-7.021478882232209e-07,0.11971830988090867,1.441855802506529e-13,0.0
0.2,0.0,1.0999980485915493,-7.021478874934991e-07,0.11971831002234795,3.234309545183849e-13,0.0
0.2,0.2,1.0999980485915493,-7.021478877543383e-07,0.11971830986287638,1.153405217295596e-14,0.0
0.2,0.4,1.0999980485915493,-7.021478963151022e-07,0.1197183098187906,-1.9974332169932455e-13,0.0
0.2,0.6000000000000001,1.099998048591549,-7.021478867884072e-07,0.11971830980856292,-5.433458948434246e-13,0.0
0.2,0.8,1.099998048591549,-7.021478874885559e-07,0.1197183098528822,-2.1631698436020745e-14,0.0
0.4,0.0,1.0999980485915446,-7.021478829608913e-07,0.11971830990584086,7.075021482805777e-12,0.0
0.4,0.2,1.099998048591549,-7.021478863069003e-07,0.11971830931259372,-5.7762608094251034e-12,0.0
0.4,0.4,1.0999980485915493,-7.021478870105668e-07,0.1197183098636558,1.12663135392216e-14,0.0
0.4,0.6000000000000001,1.0999980485915493,-7.021478837161888e-07,0.1197183098819095,-5.313449470812995e-13,0.0
0.4,0.8,1.0999980485915493,-7.02147887062442e-07,0.1197183098690858,3.871227996233319e-14,0.0
0.6000000000000001,0.0,0.9458377966181004,1.0403584277692748,4.722255276714819e-09,9457.803888820361,0.0
0.6000000000000001,0.2,0.94767121580246,1.0279856602274473,-1.5745968370748775e-09,9345.32418388639,0.0
0.6000000000000001,0.4,1.0181404363050035,0.50322569260075,424.0460891297181,4598.041740730952,0.0
0.6000000000000001,0.6000000000000001,1.0999980485915497,-7.021478877114203e-07,0.11971830986250374,8.50384848627557e-15,0.0
0.6000000000000001,0.8,1.0999980485915493,-7.021478835286501e-07,0.11971830982443273,-4.396800102227501e-13,0.0
0.8,0.0,0.9458377966118235,1.0403584277751892,5.3921189609054967e-11,9457.803888864295,0.0
0.8,0.2,0.9476712158024844,1.0279856602286015,2.2755195632504008e-12,9345.324183896402,0.0
0.8,0.4,0.9504658131121564,1.0091264145184986,1.7519278659197252e-08,9173.876495633613,0.0
0.8,0.6000000000000001,1.0999980485800995,-7.021477106375782e-07,0.11971831373804236,-9.531450180008471e-11,0.0
0.8,0.8,1.0999980485915493,-7.021478848985505e-07,0.11971830982100293,-4.818944529744979e-13,0.0
