l_lim_o2Tpos,l_lim_o2Tpro,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.0,0.0,0.9601842627261044,0.4467500247733713,4288.232719124745,4289.419874365771,0.0
0.0,0.2,0.9684999143875256,0.41827157307564333,4049.6531511496632,4017.8367637260685,0.0
0.0,0.4,0.9766334061436036,0.3906659576036615,3814.150525351031,3754.3521652235195,0.0
0.0,0.6000000000000001,0.984590762904896,0.3638933074437137,3581.7180398435053,3498.6032543346478,0.0
0.0,0.8,0.992377771377694,0.33791606193822843,3352.3428268840016,3250.247886140908,0.0
0.2,0.0,0.9596175990270396,0.4511986709077627,4282.841823163151,4329.575414453955,0.0
0.2,0.2,0.9681462957237054,0.4213090708555524,4044.032830402663,4045.15148102606,0.0
0.2,0.4,0.9764393934892402,0.3925783667054614,3808.9444722467256,3771.460835161584,0.0
0.2,0.6000000000000001,0.9845066310218528,0.36494006762931663,3577.583391486302,3507.899367909695,0.0
0.2,0.8,0.9923572431174078,0.3383325878357587,3349.9432444441186,3253.906871052337,0.0
0.4,0.0,0.9586364384879456,0.4590263411928233,4272.428862633322,4400.18227306252,0.0
0.4,0.2,0.967538949974484,0.42659117992005263,4033.817407272484,4092.6273795689667,0.0
0.4,0.4,0.9761087784144732,0.3958666800454631,3799.819149320373,3800.8692915070815,0.0
0.4,0.6000000000000001,0.9843643508022574,0.3667205629449653,3570.50249330711,3523.7091139163454,0.0
0.4,0.8,0.9923227825165436,0.3390337603895567,3345.89821767113,3260.0660451175954,0.0
0.6000000000000001,0.0,0.9565237608081492,0.4764402832162398,4245.181491135319,4557.041772167828,0.0
0.6000000000000001,0.2,0.9662520156129728,0.4380639418170469,4009.7524199382106,4195.645395216944,0.0
0.6000000000000001,0.4,0.9754189061736108,0.4028500210164237,3779.726258217187,3863.2856329722968,0.0
0.6000000000000001,0.6000000000000001,0.9840718036676964,0.3704225555809333,3555.588827622013,3556.570456568392,0.0
0.6000000000000001,0.8,0.9922529205258996,0.34046281242832804,3337.6324364694624,3272.6178380152305,0.0
0.8,0.0,0.9486562706540156,0.5488664190245304,4078.3049786093598,5206.586392312213,0.0
0.8,0.2,0.9616962183096942,0.4820155353677151,3895.7519955068547,4589.142586719324,0.0
0.8,0.4,0.9730875476790136,0.42774264685792107,3700.662540425071,4085.377479267339,0.0
0.8,0.6000000000000001,0.9831245684602072,0.3828020736609051,3503.9087823428613,3666.363091264949,0.0
0.8,0.8,0.99203549137768,0.3449763143864874,3311.3381879759822,3312.251298055929,0.0
