,po2,r_Tneg,o2_eq,Tneg_eq
39,10000.0,10.0,5.1499449263456346e+275,-1.47754201893226e+280
40,21544.346900318822,0.001,28496.751613764165,5340195220.569989
41,21544.346900318822,0.0027825594022071257,40478.10879444375,4997778811.782064
42,21544.346900318822,0.007742636826811269,44816.330506850296,4874818877.540877
43,21544.346900318822,0.021544346900318832,46354.23232599278,4833811821.936786
44,21544.346900318822,0.05994842503189409,46922.25134024987,4810897297.879805
45,21544.346900318822,0.1668100537200059,47134.29428397533,4811459236.586929
46,21544.346900318822,0.46415888336127775,47316.442822582336,4783434285.888602
47,21544.346900318822,1.2915496650148828,47682.57516401145,4782346209.665351
48,21544.346900318822,3.593813663804626,47196.90941039379,4815140499.031504
49,21544.346900318822,10.0,47517.26213393665,4801766764.943014
50,46415.888336127726,0.001,28482.696645752887,12446325415.70366
51,46415.888336127726,0.0027825594022071257,40526.987153134534,12103381052.746395
52,46415.888336127726,0.007742636826811269,44836.135413464726,11980184402.374128
53,46415.888336127726,0.021544346900318832,46342.811081391286,11938590855.82957
54,46415.888336127726,0.05994842503189409,46821.58239576278,11920837929.273994
55,46415.888336127726,0.1668100537200059,47817.650262328505,11907819731.991323
56,46415.888336127726,0.46415888336127775,47021.049985368714,11913934737.571764
57,46415.888336127726,1.2915496650148828,47960.75450512987,11879726608.34601
58,46415.888336127726,3.593813663804626,48328.66213636083,11492271551.939129
59,46415.888336127726,10.0,3.471572803051649e+187,-9.95831701422734e+191
60,100000.0,0.001,28577.667889269098,27755656051.866104
61,100000.0,0.0027825594022071257,40520.110428930944,27412230172.001057
62,100000.0,0.007742636826811269,44823.04788196818,27292065075.461998
63,100000.0,0.021544346900318832,46152.059923870795,27282326397.460884
64,100000.0,0.05994842503189409,46823.9808272562,27224681054.57969
65,100000.0,0.1668100537200059,46943.42705949378,27219765336.74533
66,100000.0,0.46415888336127775,47215.800783988234,27207668177.11829
67,100000.0,1.2915496650148828,47197.04649115441,27254941264.523205
68,100000.0,3.593813663804626,64767.32426337228,26844006153.555717
69,100000.0,10.0,72449.03252272724,26625278021.606403
70,215443.46900318822,0.001,28550.93217389768,60739441085.7192
71,215443.46900318822,0.0027825594022071257,40558.152897042564,60396136865.82362
72,215443.46900318822,0.007742636826811269,44772.46618563792,60228610335.299576
73,215443.46900318822,0.021544346900318832,45815.227611121074,60311110420.54637
74,215443.46900318822,0.05994842503189409,46945.631200555006,60218084082.858475
75,215443.46900318822,0.1668100537200059,48335.915355718986,60206022088.65875
76,215443.46900318822,0.46415888336127775,47095.963495042546,59942418484.699684
77,215443.46900318822,1.2915496650148828,56015.13849580076,60163798147.49967
78,215443.46900318822,3.593813663804626,50936.48491137281,60348302182.52494
79,215443.46900318822,10.0,64304.64667899045,59929885774.58744
80,464158.8833612772,0.001,28540.825549220677,131801639059.8831
81,464158.8833612772,0.0027825594022071257,40380.34684100227,131460239844.7004
82,464158.8833612772,0.007742636826811269,44372.519691456306,131343132372.58313
83,464158.8833612772,0.021544346900318832,45967.02691814947,131319535515.08342
84,464158.8833612772,0.05994842503189409,46614.92644927996,131317572035.2227
85,464158.8833612772,0.1668100537200059,48336.28960193838,131391409336.01215
86,464158.8833612772,0.46415888336127775,145667.17312275516,129047049317.85886
87,464158.8833612772,1.2915496650148828,63495.961209680325,131180324224.50418
88,464158.8833612772,3.593813663804626,73548.72788258057,130894651800.83446
89,464158.8833612772,10.0,78516.15401376487,130732775534.45897
90,1000000.0,0.001,28484.572076325312,284894783603.0521
91,1000000.0,0.0027825594022071257,40758.023248885,284554094887.8847
92,1000000.0,0.007742636826811269,44490.64951679697,284494827178.59937
93,1000000.0,0.021544346900318832,46013.0400826402,284494563786.2357
94,1000000.0,0.05994842503189409,46951.1071568296,284407399503.7349
95,1000000.0,0.1668100537200059,110833.77032955816,283830096881.52423
96,1000000.0,0.46415888336127775,55976.458360000244,284734981053.91705
97,1000000.0,1.2915496650148828,49986.30149044462,284098412929.5754
98,1000000.0,3.593813663804626,64460.84479052655,284068022011.5644
99,1000000.0,10.0,81859.97169071418,284447480366.2245
