po2,r_Tneg,o2_eq,Tneg_eq
2500.0,0.001,25012.368648403604,2.5940762730731955e-54
2500.0,0.00575,25009.59549402017,1.655e-321
2500.0,0.010499999999999999,25009.46218828109,5.2e-322
2500.0,0.01525,25009.31982171116,3.4e-322
2500.0,0.02,25027.646508540234,3.26e-322
2722.222222222222,0.001,27234.33554777284,4.927575235519296e-20
2722.222222222222,0.00575,27234.18658114165,2.51e-321
2722.222222222222,0.010499999999999999,27234.196209199694,1.047e-321
2722.222222222222,0.01525,27259.080869645877,5.83e-322
2722.222222222222,0.02,27259.394426947427,3.9e-322
2944.4444444444443,0.001,28532.653132306285,25856492.29027551
2944.4444444444443,0.00575,29458.802970056,2.263e-321
2944.4444444444443,0.010499999999999999,29485.854386322284,1.56e-321
2944.4444444444443,0.01525,29486.088166804413,7.76e-322
2944.4444444444443,0.02,29488.154434005533,6.6e-322
3166.666666666667,0.001,28520.291544080337,89285374.26298667
3166.666666666667,0.00575,31708.552371269354,2.61e-321
3166.666666666667,0.010499999999999999,31708.223907469615,1.546e-321
3166.666666666667,0.01525,31708.320005867165,7.56e-322
3166.666666666667,0.02,31708.402940086627,5.63e-322
3388.8888888888887,0.001,28531.360681268397,152713759.25609437
3388.8888888888887,0.00575,33882.774881123274,3.14e-321
3388.8888888888887,0.010499999999999999,33882.822065471504,1.71e-321
3388.8888888888887,0.01525,33882.81103527491,4.55e-322
3388.8888888888887,0.02,33883.162352991465,3e-322
3611.1111111111113,0.001,28562.039087774512,216426460.5862145
3611.1111111111113,0.00575,36110.79352003765,4.106e-321
3611.1111111111113,0.010499999999999999,36111.291947506434,6.57e-322
3611.1111111111113,0.01525,36111.257367877035,3.66e-322
3611.1111111111113,0.02,36114.158691766745,2.27e-322
3833.3333333333335,0.001,28544.120200492467,279855847.87051433
3833.3333333333335,0.00575,38332.70132089549,5.07e-321
3833.3333333333335,0.010499999999999999,38324.71095996125,2.67e-321
3833.3333333333335,0.01525,38331.36809283328,1.813e-321
3833.3333333333335,0.02,38330.724560385424,5.1e-322
4055.5555555555557,0.001,28587.106772412983,343280622.34852797
4055.5555555555557,0.00575,40549.15783636397,1.2502747459660914e-305
4055.5555555555557,0.010499999999999999,40549.23959466629,3.567e-321
4055.5555555555557,0.01525,40548.80100436072,1.057e-321
4055.5555555555557,0.02,40548.25039466276,8.74e-322
4277.777777777777,0.001,28536.277325136718,406713495.6656418
4277.777777777777,0.00575,42767.188425562694,1.5829543577350124e-108
4277.777777777777,0.010499999999999999,42768.08626582034,6.393e-321
4277.777777777777,0.01525,42766.860604982605,1.43e-321
4277.777777777777,0.02,42748.251682995724,2.86e-321
4500.0,0.001,28549.560154951934,470426212.93831015
4500.0,0.00575,43969.880872090085,28710102.46462742
4500.0,0.010499999999999999,44982.38095644038,1.4218281226216013e-75
4500.0,0.01525,44986.24086615603,1.324654635643887e-240
4500.0,0.02,44953.215324275654,6.823e-321
