AAA,1
AAB,4
AAC,3
ABA,10
ABB,11
ABC,12
ACA,6
ACB,2
ACC,8
BAA,13
BAB,14
BAC,15
BBA,7
BBB,5
BBC,9
BCA,16
BCB,17
BCC,18
