r_Tneg,o2_eq,test_eq,Tpos_eq,Tpro_eq,Tneg_eq
0.00201,0.8535887943037983,0.0,0.0,0.0,97.6777895437652
0.00206,0.8340446491822758,0.0,0.0,0.0,164.67645743608912
0.00218,0.7886092536187737,0.0,0.0,0.0,312.93605538823897
